nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"José Eduardo Acevedo Rubio",9858148,0,joedacru@edubus.cal,Josérubio,edqv4RX9uXpoXX,,3981,"Cena de Trabajo",,2238000,6
"Daniel Ledesma Velázquez",27425470,0,,Danielvelázquez,f3jUOU4U3fOQ,,6941,"Salida con Amigos",,2240000,8
"Mariano Lugo Suárez",9117433,2,mariano8536@viajesanma.com,Marianosuárez,Yi5fu5Uw5,,2663,"Salida con Amigos",,1920000,8
"Sra. Alejandro Niño Valles",829848,3,sralniva@marmol.com,sralniva,xISU7Uf35KEkl,,6266,Vacaciones,,520000,8
"Alejandra Niño Montoya",15619157,4,alejandra9264@edubus.cal,alnimo,3rYhYd2Wy6iv,,3063,Aniversario,,2280000,8
"Ana María Villa Mayorga",10421631,5,,Anamayorga,5LinLchFUs7,,9239,Aniversario,,214000,2
"Sonia Aragón Pagan",21597357,3,soarpa@edubus.cal,sonia5838,KebSb8Zqcg1xT,,6918,Vacaciones,,1764000,9
"Carlota Escobedo Nava",13872531,6,caesna@tourket.com,caesna,N5LhPVBgQ,,470,"Salida con Familia",,430000,10
"Alejandro Díaz Regalado",13282838,5,,Alejandroregalado,jxIeH9R2MuE,,8179,Vacaciones,,90000,3
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Cena de Trabajo",,303000,1
"Eva Bahena de Anda",21105958,3,eva9639@edubus.cal,eva401,QZ0zFzpFi2P9sy,,5802,"Salida con Amigos",,1580000,10
"Cecilia Valenzuela Orta",19141910,3,cevaor@tourket.com,Ceciliaorta,gBO3KC3zKY,,2830,Aniversario,,417000,3
"Hugo Duarte Gracia",19964557,9,,Hugogracia,NMlPJQX7uI,,3875,"Salida con Familia",,2385000,9
"Luz Montenegro Gastélum",281102,2,,luz4774,VBrErallh6c79e,,5615,Vacaciones,,616000,2
"Luis Escobar Benítez",10670567,4,luesbe@viajesanma.com,Luisbenítez,sQaKnMv3pLsWlv1,,6211,"Salida con Amigos",,165000,3
"Silvia Cabán Peralta",7593607,9,Silviaperalta@viajesanma.com,sicape,S5pe1iM2TKAYRh5,,9541,"Salida con Familia",,1288000,8
"Gabriela Collazo Arias",6027637,4,gabriela4470@wass.com,Gabrielaarias,7gsYP9e3y84Knz,,5571,"Cena de Trabajo",,564000,3
"Carolina Rojas Prieto",8794539,1,Carolinaprieto@tourket.com,Carolinaprieto,4Op8xMs7VdXeW7M,,9061,"Salida con Amigos",,469000,7
"Luis Gallegos Borrego",5493407,6,,luis5635,ivqvA6CWVdtwU,,6149,"Cena de Trabajo",,402000,3
"Sra. María Luisa Ulloa Bañuelos",1794653,6,,Sra.bañuelos,j8MMiCNKuP2Rnx,,8837,Aniversario,,2051000,7
"Gonzalo Velasco Garica",22367118,7,gonzalo5437@tourket.com,Gonzalogarica,COlN1m0GvUF6fW,,1479,"Salida con Amigos",,510000,3
"Juana Castellanos Arguello",3203197,8,,jucaar,bTRh6yICy,,9729,Vacaciones,,1176000,8
"Jorge Matías Tejeda",19733897,0,jomate@viajesanma.com,jorge144,d73lyPjPW7Et1,,4898,"Salida con Amigos",,272000,2
"Tomás Otero Vázquez",3590779,3,,tomás436,M9dWNP4i8s5U0O,,2551,"Cena de Trabajo",,140000,4
"Samuel Tello Mena",3361257,5,samuel8954@viajesanma.com,samuel878,iLGw02qd5W,,7305,"Salida con Familia",,1656000,4
"Reina Zúñiga Ybarra",21753950,1,,rezúyb,BK3VSlwMx9Gas2,,8172,Aniversario,,360000,3
"Antonia Camacho Olvera",11466011,6,Antoniaolvera@outluc.com,Antoniaolvera,8SRlqeZPdHNV,,7301,"Cena de Trabajo",,1302000,7
"Amalia Arteaga Cortés",5331946,7,amalia5315@marmol.com,Amaliacortés,nO36tQ2I,,5469,Aniversario,,1135000,5
"Benjamín Holguín Gollum",29379315,8,,behogo,6igxxJE0G,,650,Aniversario,,580000,4
"Anita Gaitán Melgar",13361350,1,,Anitamelgar,EbH9ZN6o0SdwfjV,,580,"Salida con Amigos",,1701000,9
"María Elena Delacrúz Perales",14106450,9,maeldepe@wass.com,Maríaperales,qYHxgfry4Msd,,3294,"Cena de Trabajo",,258000,2
"Santiago Valenzuela Ocasio",8965832,2,savaoc@wass.com,Santiagoocasio,X0Eral7tHtnBN,,2427,Vacaciones,,30000,2
"Irene Gonzales Munguía",27902277,7,irgomu@wass.com,Irenemunguía,2ZTQ32Zwg,,8937,Vacaciones,,216000,4
"Sra. Diana Matías Hernandes",18868329,0,,Sra.hernandes,kINZCD07n7nNO6NW,,9055,"Cena de Trabajo",,546000,2
"Ignacio Villareal Saavedra",3931403,7,Ignaciosaavedra@marmol.com,igvisa,je1IU5gV,,2914,Vacaciones,,1068000,6
"Sr. Sara Zamora Carrasquillo",4614875,4,srsazaca@edubus.cal,sr.2513,8Bdy8a5mtu,,3202,"Salida con Amigos",,1060000,10
"Sra. Raúl Manzanares Abrego",14568905,8,sra.7509@outluc.com,sra.1766,TjdDkjqecr8J6,,1411,"Cena de Trabajo",,3128000,8
"Catalina Escalante Corrales",26142323,5,caesco@marmol.com,caesco,w6mDFyDhsV,,413,"Salida con Familia",,92000,1
"Ana Luisa Rodríquez Armendáriz",27514893,8,anluroar@tourket.com,anluroar,aH6vugcTjHalPS,,4046,Vacaciones,,685000,5
"Graciela Haro Ocampo",3522707,5,Gracielaocampo@edubus.cal,grhaoc,9qkKRUQX,,6996,Vacaciones,,2195000,5
"Francisco Montalvo Montenegro",26202071,1,frmomo@edubus.cal,Franciscomontenegro,SzCRglxBL5,,9234,"Salida con Familia",,105000,1
"Leonor Páez Sedillo",20267112,8,,Leonorsedillo,g8G2SbR02dYZJ41t,,7447,"Cena de Trabajo",,360000,4
"Julio César Covarrubias Raya",15217546,9,,julio4517,LH70eiIvKrF6A,,1237,Aniversario,,1336000,8
"Ramona Molina Sosa",4945131,8,,Ramonasosa,Fv1oPdlpF,,7358,"Salida con Familia",,216000,1
"Rubén Villareal Vigil",11307086,2,,ruvivi,4MCv8ogSbrt,,4372,Vacaciones,,1386000,6
"Irene Arredondo Amaya",2735826,8,iraram@marmol.com,iraram,sttBNA7JA6f,,3752,Aniversario,,3519000,9
"Sra. Concepción Arenas Adame",17033910,0,sra.1935@viajesanma.com,sra.5786,FOmTUbMF6,,673,Aniversario,,816000,8
"Octavio Camacho Alba",29759581,4,octavio8601@viajesanma.com,octavio2320,FvWDWTVuA4Y7y,,3969,"Cena de Trabajo",,3609000,9
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,"Salida con Amigos",,1310000,10
"Marcela Estrada Casares",14774199,5,marcela971@tourket.com,marcela8828,mTXcK8l8PzdWXSxl,,2128,Aniversario,,3591000,9
"Gerardo Niño Flores",13124873,3,genifl@outluc.com,genifl,D16z4v4CuGk4A0TN,,9908,Vacaciones,,492000,4
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Aniversario,,852000,6
"Gilberto Carvajal Anaya",10462021,3,gicaan@tourket.com,Gilbertoanaya,STaJJ9EG1RGlZ4s,,6133,Aniversario,,184000,1
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,Vacaciones,,1953000,7
"Sta. Graciela Rentería Espinosa",17669275,8,sta.529@wass.com,Sta.espinosa,OezGxcxUMoYQ0,,2061,Aniversario,,600000,3
"Diego Santiago Alejandro",22048461,0,Diegoalejandro@wass.com,Diegoalejandro,ESyAVu11u,,6297,"Cena de Trabajo",,199000,1
"Rafael Gaona Armenta",1991964,1,Rafaelarmenta@viajesanma.com,rafael4852,FVvU5Wxhhu,,6276,"Salida con Amigos",,1512000,9
"Virginia Olivas Acosta",9217454,9,violac@tourket.com,virginia6367,rtePEciq36N,,3306,"Salida con Amigos",,1064000,8
"Patricia Maya Palacios",25911508,6,,Patriciapalacios,0IY9yeBh,,8911,Vacaciones,,1098000,9
"Vicente Pineda Delao",16808685,7,vicente1541@outluc.com,vicente2983,dKI1R3DdR2,,9429,"Salida con Amigos",,350000,2
"Óscar Solorzano Ulibarri",20419057,7,,óssoul,m117Jd7ssL,,2940,"Cena de Trabajo",,1605000,5
"Teresa Casanova Bustos",8397218,1,teresa7737@outluc.com,Teresabustos,7ZisMPlrSd488,,323,Vacaciones,,445000,5
"Leonor Moya Correa",1201989,0,lemoco@marmol.com,Leonorcorrea,350RjD9vftWSfUh,,6238,Aniversario,,2700000,10
"Sr. Ángela Delvalle Caldera",13949237,4,,Sr.caldera,Nrhu0az3,,7469,Vacaciones,,300000,1
"Silvia Ontiveros Jurado",8478209,2,silvia6482@edubus.cal,Silviajurado,R89Whqh1aYAJ,,4914,Vacaciones,,690000,3
"Margarita Alcala Ochoa",25810166,9,margarita8368@viajesanma.com,Margaritaochoa,qgaN28iu564Gx,,2918,"Salida con Familia",,378000,9
"Alfredo Fierro Tejada",13196985,6,alfredo2890@marmol.com,alfredo6526,FF8gz6y1AMOD9d,,4864,"Cena de Trabajo",,386000,2
"Gustavo Tamayo Olivas",6668422,9,Gustavoolivas@tourket.com,Gustavoolivas,5ZH9DXUGkE6,,4467,Aniversario,,684000,4
"Graciela Haro Ocampo",3522707,5,,grhaoc,9qkKRUQX,,6996,Vacaciones,,49000,1
"Olivia Franco Cisneros",26675744,1,,olfrci,OEo364b3Lx,,5194,"Cena de Trabajo",,1043000,7
"Catalina Escalante Corrales",26142323,5,caesco@marmol.com,caesco,w6mDFyDhsV,,413,"Salida con Familia",,520000,8
"Antonio Zelaya Romo",1322170,7,anzero@edubus.cal,anzero,eqa4sJmBa4,,2178,Vacaciones,,2611000,7
"Alfredo Bueno Portillo",24532703,0,albupo@outluc.com,albupo,ZJO0UkHiz,,4328,"Salida con Amigos",,272000,2
"Sta. Emilio Águilar Hernández",4840133,3,,Sta.hernández,RoaHvTCOG4C0Dq,,7381,Aniversario,,312000,4
"Sra. María Luisa Ulloa Bañuelos",1794653,6,,Sra.bañuelos,j8MMiCNKuP2Rnx,,8837,"Cena de Trabajo",,696000,4
"Ángela Saavedra Toledo",7905727,4,,Ángelatoledo,wm5XdMpp,,5980,"Cena de Trabajo",,1160000,10
"Sr. Victoria Delgadillo Nájera",18941557,5,,sr.5355,iO5yiKw62UkMw,,5847,"Salida con Familia",,532000,4
"Cristina Arevalo Mondragón",18675279,1,,crarmo,cmmQEM2x8ZkFi5v,,4934,"Salida con Familia",,1988000,4
"Clemente Vallejo Ávalos",15464524,1,,clemente4599,74OMfY8POm,,4508,"Salida con Amigos",,680000,5
"Sra. Julio César Pagan Grijalva",1245365,5,sra.2156@marmol.com,srjucépagr,QKX7z74SUFIUwQWy,,3126,Vacaciones,,796000,4
"Mercedes Concepción Bermúdez",13018591,6,,mercedes5249,W2lAoR0V,,3431,Vacaciones,,3136000,8
"Carolina Rojas Prieto",8794539,1,,Carolinaprieto,4Op8xMs7VdXeW7M,,9061,"Salida con Amigos",,306000,3
"Alejandro Orozco Salinas",25883600,6,alorsa@marmol.com,alejandro7089,OLLz344XSfO6eL,,5298,"Salida con Familia",,1836000,9
"Marcela Córdova Galván",29947562,0,marcela5241@wass.com,Marcelagalván,KZXS5IHboXvbO,,9113,"Cena de Trabajo",,1365000,5
"Sra. Pedro Cruz Arevalo",26305818,6,Sra.arevalo@wass.com,sra.9758,cvLIjs2eF5B1z2,,8215,"Salida con Amigos",,81000,1
"Sta. Esperanza Godoy Zamora",11322406,1,sta.8171@wass.com,Sta.zamora,gwxc7NcNDlRwl6J,,3974,Vacaciones,,140000,10
"Luis Flores Montes",5874928,1,Luismontes@marmol.com,Luismontes,vgZ8UO4IU8kpYfHO,,8729,"Cena de Trabajo",,656000,4
"Guillermina Guerra Carvajal",1719530,1,guguca@tourket.com,Guillerminacarvajal,Az1LwPPb,,9003,"Salida con Amigos",,752000,2
"Sta. Laura Saldaña Uribe",5358647,3,sta.6755@viajesanma.com,sta.8530,6w5W9GEIn62,,5529,"Cena de Trabajo",,852000,3
"Mónica Roldán Leiva",1966124,5,,mórole,cqA6Fr7kap,,9907,"Salida con Amigos",,624000,3
"Ramona Molina Sosa",4945131,8,Ramonasosa@viajesanma.com,Ramonasosa,Fv1oPdlpF,,7358,"Salida con Familia",,1840000,10
"Sta. Benito Longoria Valencia",27787642,6,sta.3108@edubus.cal,sta.1938,4QlKSPmKEg3fh,,1213,"Salida con Familia",,1516000,4
"José Grijalva Salcedo",19265726,1,,jogrsa,FsTTd9dtKbaOl,,6189,"Salida con Familia",,1464000,8
"Eduardo Anguiano Juárez",17789252,1,edanju@wass.com,Eduardojuárez,eB1pHb8NKYkx69,,7744,Aniversario,,262000,1
"Gerardo Rosado Cuellar",13017071,4,Gerardocuellar@viajesanma.com,gerardo9386,Hk0hK16tjv,,6120,"Salida con Amigos",,3267000,9
"Jerónimo Canales Anguiano",5622477,7,jecaan@viajesanma.com,jerónimo2448,bhSbaYZHl0EKCe0,,4208,Aniversario,,469000,7
"Juan Bermúdez Negrón",29182235,5,jubene@marmol.com,juan5854,OT5jwZDrZ,,1682,"Cena de Trabajo",,199000,1
"Sra. Concepción Arenas Adame",17033910,0,sra.1935@viajesanma.com,sra.5786,FOmTUbMF6,,673,Aniversario,,2097000,9
"Roberto Verdugo Escobedo",6823972,9,Robertoescobedo@wass.com,roberto3213,koVwKQ2UwW6xA,,9771,"Salida con Amigos",,164000,2
"Sta. Salvador Navarro Navarro",25087651,3,sta.4551@edubus.cal,sta.1985,IsJS4b8CW4Zx,,5750,"Salida con Amigos",,324000,9
"Micaela Delao Nieto",13855334,5,,micaela5512,sM5agvxHJvi784Z,,6804,"Cena de Trabajo",,2040000,8
"Ignacio Villareal Saavedra",3931403,7,Ignaciosaavedra@marmol.com,igvisa,je1IU5gV,,2914,Vacaciones,,912000,4
"Marcela Armijo Valadez",25695531,8,maarva@marmol.com,maarva,QrguPakRg2iQGH,,9009,"Salida con Amigos",,206000,1
"Adela Linares Zamora",3745752,3,adela5334@wass.com,adela385,Qf6crXcLR,,5717,Vacaciones,,476000,2
"Luis Navarrete Casárez",20064559,6,lunaca@outluc.com,luis1430,pIbQ1mkP,,4629,Aniversario,,1444000,4
"Gustavo Tamayo Olivas",6668422,9,,Gustavoolivas,5ZH9DXUGkE6,,4467,"Salida con Familia",,162000,1
"Marcela Báez Delrío",26805977,6,,Marceladelrío,t5NQCwr7,,4931,Aniversario,,1132000,4
"Javier Quintanilla Escobar",12192640,7,,jaques,vaENqu21LC,,591,Aniversario,,550000,5
"María Eugenia Baca Velasco",3905926,6,maeubave@viajesanma.com,Maríavelasco,x8fiMciJvy5u,,2974,"Cena de Trabajo",,1245000,5
"Sr. Juana Montoya Castillo",23097215,0,,Sr.castillo,Gu58TtKYFIEfXAYx,,1054,Aniversario,,118000,1
"Sr. Vicente Delgadillo Castellanos",16478057,0,sr.4816@marmol.com,srvideca,3qHRsaV9DnN1,,5873,Vacaciones,,1344000,6
"Mariana Trujillo Menéndez",22687059,8,,Marianamenéndez,Znh8xvvU8NQIy,,7660,"Salida con Familia",,1272000,8
"Ángela Prado Caldera",19800967,9,,ángela8524,3yt07eeUeS39p,,534,"Salida con Amigos",,582000,6
"Virginia Olivas Acosta",9217454,9,violac@tourket.com,virginia6367,rtePEciq36N,,3306,Vacaciones,,670000,5
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,Aniversario,,1120000,5
"Eva Delao Santacruz",28419503,5,eva1636@outluc.com,eva9802,tR0ogNcw4T,,4592,Vacaciones,,945000,9
"Octavio Trejo Gaytán",24488902,6,octrga@edubus.cal,octrga,q2uDXo2C5C4,,516,Aniversario,,2529000,9
"Raúl Hernández Ferrer",15073886,5,rahefe@outluc.com,Raúlferrer,EVvmKiQ3YvoHD,,9797,"Salida con Familia",,2240000,8
"Sta. Javier Salcedo Padrón",20467390,0,sta.4200@wass.com,Sta.padrón,VaRGuVlvQU4Z61F,,9288,Aniversario,,770000,7
"Sra. Isabela Cabán Ávila",10860760,2,,sriscaáv,VHrZ6R81c,,2111,Vacaciones,,840000,8
"Javier Reynoso Blanco",12536275,3,jarebl@viajesanma.com,javier9580,tUiMY3Cc6jnN85,,7959,"Cena de Trabajo",,1380000,6
"Adán Griego Montenegro",23208663,7,,adgrmo,aqc03P8yNgUdNh,,9756,"Salida con Familia",,424000,4
"Gerardo Nazario Esquivel",17432390,9,,genaes,SAhT51JIaWx9I,,1465,Vacaciones,,990000,5
"Sr. Juana Montoya Castillo",23097215,0,srjumoca@marmol.com,Sr.castillo,Gu58TtKYFIEfXAYx,,1054,"Salida con Amigos",,1026000,6
"Sra. Clara Bonilla Negrete",26536593,0,,srclbone,dMIEYry9CLgiCq,,8660,"Cena de Trabajo",,560000,4
"Jorge Cordero Abrego",10940809,3,jocoab@marmol.com,Jorgeabrego,QlNURu7qWJq,,7918,"Salida con Amigos",,642000,6
"Conchita Roybal Almonte",23286973,9,,Conchitaalmonte,C0jeecj6e4HkTdBs,,9763,Vacaciones,,964000,4
"David Lira Ulloa",18215270,6,Davidulloa@outluc.com,Davidulloa,3lk4ts8dS8IHn,,7811,"Salida con Amigos",,102000,1
"Enrique Ceja Laureano",14980046,8,enrique2858@wass.com,enrique2802,exgTN5w6,,2414,"Cena de Trabajo",,99000,1
"Armando Colunga Barragán",27907444,0,,armando8883,Yd8IwO87,,7480,Aniversario,,224000,2
"Julio Aragón Rael",21916619,2,juarra@outluc.com,Juliorael,93MKcinEshbekK3,,335,Aniversario,,172000,1
"Marco Antonio Cisneros Olvera",10217794,0,,maanciol,BWogWacatSWOPq4o,,3016,"Salida con Amigos",,116000,1
"Sta. Ramiro Bahena Tovar",18719473,3,,strabato,vDtwl9Rm9ClLAXGv,,6110,"Cena de Trabajo",,858000,6
"Lucia Briones Godínez",20341604,0,,lubrgo,U4Lj3apq,,1079,"Cena de Trabajo",,220000,4
"Guillermina Guerra Carvajal",1719530,1,,Guillerminacarvajal,Az1LwPPb,,9003,"Salida con Amigos",,1385000,5
"Sra. Raúl Quintero Vanegas",16721435,5,sra.4953@tourket.com,srraquva,PpyHZ418,,4810,"Salida con Familia",,300000,6
"Jesús Duran Rodríquez",2989021,8,,Jesúsrodríquez,G0QHadej,,5264,Aniversario,,279000,3
"Eva Trujillo Cerda",26860883,4,Evacerda@wass.com,evtrce,YNi2hu4Th,,2379,"Salida con Amigos",,293000,1
"Gilberto Cadena Jaime",10653759,3,gicaja@wass.com,gilberto8479,9P8y4uyGy9otZX,,1052,Vacaciones,,1692000,6
"Roberto Espinosa Vaca",9692598,0,roesva@wass.com,Robertovaca,K33R6PDZ93n,,2920,Vacaciones,,624000,4
"Eduardo Lira Robledo",8086250,4,Eduardorobledo@tourket.com,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,840000,5
"Caridad Caldera Merino",1503912,4,,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,616000,8
"Gilberto Esparza Morales",4224655,7,Gilbertomorales@outluc.com,giesmo,lyG8k43NLuIbm,,9792,Vacaciones,,395000,1
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Cena de Trabajo",,279000,3
"Cristina Orosco Nieto",24510069,8,cristina3224@wass.com,crorni,6V72eg8xWW,,6643,"Cena de Trabajo",,2128000,7
"Sta. Daniela Zambrano Amador",1384200,0,sta.7229@tourket.com,Sta.amador,8vTpvSj9TS8,,3901,Aniversario,,920000,8
"Sta. Juan Zamora Nájera",13913752,3,,stjuzaná,UpCFL816jUoTb,,8680,Vacaciones,,1024000,8
"Julia León Osorio",13093456,0,julia226@marmol.com,julia6161,4DDKErql4egvkFN,,9800,"Cena de Trabajo",,1715000,5
"Rosario Menéndez Gallardo",17238838,8,,Rosariogallardo,6BJ90QMeLsc0lP5l,,5501,Vacaciones,,3924000,9
"Ángela Díaz Tijerina",11005770,9,,Ángelatijerina,KfK8nyULhsVx,,5693,"Salida con Amigos",,264000,8
"Víctor Vera Zavala",20452910,8,,Víctorzavala,qicuKY4CXxMR3,,7717,"Salida con Amigos",,1085000,5
"Reina Zúñiga Ybarra",21753950,1,,rezúyb,BK3VSlwMx9Gas2,,8172,Aniversario,,3141000,9
"Alejandro Olivo Luna",2504646,3,Alejandroluna@marmol.com,Alejandroluna,vzZBGrWMXKp40Dlb,,1780,"Cena de Trabajo",,790000,10
"Arturo Maldonado Naranjo",13199997,6,Arturonaranjo@viajesanma.com,armana,5tbWd1W3m,,7747,"Cena de Trabajo",,1512000,6
"Sr. Carolina Rangel Villalpando",504798,6,sr.5304@marmol.com,Sr.villalpando,bcDPRYk8P3,,4179,"Cena de Trabajo",,756000,3
"Víctor Fierro Lerma",28910131,4,,vífile,ekyFlar2,,9059,Aniversario,,132000,1
"Sta. Javier Baca Saiz",25203947,3,stjabasa@outluc.com,sta.3311,qntO1PUhjy,,761,"Salida con Familia",,1134000,6
"Caridad Caldera Merino",1503912,4,,Caridadmerino,r1aBQ7Yo47x,,2394,"Cena de Trabajo",,1989000,9
"Julio César Covarrubias Raya",15217546,9,,julio4517,LH70eiIvKrF6A,,1237,"Salida con Amigos",,82000,1
"Sra. Clara Bonilla Negrete",26536593,0,,srclbone,dMIEYry9CLgiCq,,8660,"Cena de Trabajo",,3080000,10
"Sr. Reina Anguiano Tovar",2816156,5,,Sr.tovar,OSIiqbuwCQ3o,,6586,"Cena de Trabajo",,920000,5
"Horacio Bernal Jasso",2754374,0,horacio6773@outluc.com,Horaciojasso,QozhDC7D,,226,Vacaciones,,1722000,7
"Guillermo Regalado Loera",24755473,4,,gurelo,G0qWaaGllk8i,,2421,"Cena de Trabajo",,2848000,8
"Marcela Báez Delrío",26805977,6,,Marceladelrío,t5NQCwr7,,4931,Aniversario,,2814000,7
"Sta. Elsa Cavazos Marrero",29126616,9,sta.4098@marmol.com,stelcama,jKJixxmo1OJr0,,2001,Aniversario,,240000,8
"Ángela Lovato Centeno",1328184,0,,Ángelacenteno,1p0UVuYolU,,6042,Aniversario,,145000,1
"Rosalia Marrero Nieves",23483159,3,Rosalianieves@tourket.com,romani,NNF6CiM78c7aq0,,530,Vacaciones,,2925000,9
"Gilberto Hinojosa Santacruz",20032499,4,gilberto606@tourket.com,gilberto4010,7p0I8CiAi8,,3346,"Salida con Familia",,2016000,7
"Eduardo Carrion Tórrez",24109204,6,,edcató,eT01HNtJfNWGi,,7786,Vacaciones,,777000,3
"Conchita Roybal Almonte",23286973,9,conchita5130@wass.com,Conchitaalmonte,C0jeecj6e4HkTdBs,,9763,Vacaciones,,988000,4
"Octavio Roque Aguilera",22792931,6,Octavioaguilera@tourket.com,Octavioaguilera,H5TMwTcmxZ6w,,588,"Salida con Familia",,125000,1
"Eduardo Salcedo Alonzo",22758869,1,Eduardoalonzo@wass.com,Eduardoalonzo,YLCvfsQrOaq8Nh,,6804,"Salida con Amigos",,310000,2
"Miguel Galarza Santillán",23233704,4,migasa@outluc.com,miguel9769,cGKW1bcCFqV,,5944,Vacaciones,,1132000,4
"Emilio Cervántez Fernández",7139778,5,,emcefe,lNon4zJ3,,5140,"Salida con Familia",,65000,1
"Sr. Guillermo de Anda Ledesma",2548459,2,srgudeanle@edubus.cal,srgudeanle,zrky1dhbmlo6fjEb,,3726,Vacaciones,,812000,2
"Sta. Micaela Gamboa Orozco",21753563,8,,Sta.orozco,QI0bEkR09d9,,6169,Aniversario,,744000,6
"Alejandra Nájera Alicea",20494294,3,,alejandra2549,JljyarPQ2,,6064,"Cena de Trabajo",,120000,8
"Sta. Esteban Lara Escalante",3743626,7,,sta.5739,YNj767Aw,,6215,"Cena de Trabajo",,3200000,8
"Adriana Sisneros Marín",22052439,6,adriana4503@tourket.com,Adrianamarín,I4o1kTyghkrwooy,,9364,Aniversario,,615000,3
"Irene Carrion Salcido",5473892,7,Irenesalcido@viajesanma.com,ircasa,v18br035oG3,,6103,Aniversario,,409000,1
"Horacio Alicea Cano",1079936,8,hoalca@wass.com,hoalca,GV0uveg6KS,,5828,Vacaciones,,540000,10
"Mariano Rodríquez Colón",10977557,6,,mariano4656,ZKZdKtr63ii,,3640,Vacaciones,,1610000,10
"Jorge Velásquez Sisneros",26113017,3,,jovesi,mLwQPTeC30,,4232,"Cena de Trabajo",,226000,2
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,Vacaciones,,434000,7
"Leonor Limón Arreola",3730730,0,leonor7017@viajesanma.com,Leonorarreola,EWHrlOPFZm3IIIu,,1597,"Salida con Amigos",,837000,9
"Sr. Alberto Alvarez Correa",15750494,0,sr.3472@edubus.cal,sr.1718,qz8Nsa4NbTzera,,3571,"Cena de Trabajo",,990000,6
"Roberto Verdugo Escobedo",6823972,9,Robertoescobedo@wass.com,roberto3213,koVwKQ2UwW6xA,,9771,"Salida con Amigos",,4900000,10
"Juan Carlos Venegas Yáñez",16262703,1,,Juanyáñez,WfQk0o4pr7,,5785,"Salida con Familia",,1312000,4
"Homero Maldonado Ureña",25095928,1,,homaur,fqtVIZ99Bd59StL,,4819,Aniversario,,234000,9
"Juana Salazar Matos",11015931,5,Juanamatos@viajesanma.com,juana4550,KcwfvAyPrD4,,440,Vacaciones,,384000,3
"Luz Urbina Zamudio",13567067,7,,luz3646,pDx2e4k7,,3413,"Salida con Familia",,636000,6
"Santiago Ortiz Malave",3985768,5,,santiago7591,SReVt6bGxR,,7035,"Salida con Familia",,848000,8
"Cristina Villarreal Nieto",11871660,4,,Cristinanieto,TsAMBm234eZ,,4736,Aniversario,,1494000,6
"Sra. Concepción Arenas Adame",17033910,0,,sra.5786,FOmTUbMF6,,673,"Salida con Amigos",,2151000,9
"Fernando Leyva Franco",26903793,8,fernando7606@tourket.com,felefr,2EDwBqDD6941Pw,,4246,"Salida con Familia",,64000,1
"Elvira Castellanos Villalobos",13475360,9,Elviravillalobos@viajesanma.com,elcavi,1Ve2MR6sxx,,4340,Aniversario,,240000,8
"Tomás Otero Vázquez",3590779,3,,tomás436,M9dWNP4i8s5U0O,,2551,"Cena de Trabajo",,4960000,10
"Sr. Juan Saucedo Barrios",15142449,0,sr.5257@viajesanma.com,Sr.barrios,LtOPivG0W0N1O,,3578,"Cena de Trabajo",,1860000,5
"Sta. Juan Zamora Nájera",13913752,3,,stjuzaná,UpCFL816jUoTb,,8680,"Salida con Amigos",,143000,1
"Manuela Amaya Mejía",14262533,4,maamme@wass.com,Manuelamejía,AK6Icv5GD,,1274,"Salida con Amigos",,1448000,8
"Sra. Cristobal Puente Trujillo",15795003,7,srcrputr@outluc.com,Sra.trujillo,Frv1YN3glTD,,3236,"Salida con Amigos",,109000,1
"Pablo Gracia Bonilla",7103954,4,pagrbo@edubus.cal,Pablobonilla,thmg1eznkqxln3X9,,4864,"Salida con Amigos",,144000,4
"Sara Serrano Correa",1886727,3,,Saracorrea,taf9XU88H,,4206,Vacaciones,,285000,5
"Guillermina Guerra Carvajal",1719530,1,guguca@tourket.com,Guillerminacarvajal,Az1LwPPb,,9003,"Salida con Familia",,2225000,5
"María del Carmen Gonzales Salcedo",20541990,0,,maría1995,IyKPhvP7o2FoVVvj,,5665,"Salida con Amigos",,708000,4
"Roberto Espinosa Vaca",9692598,0,roesva@wass.com,Robertovaca,K33R6PDZ93n,,2920,"Cena de Trabajo",,79000,1
"Rocio Zepeda Bueno",19281713,7,rocio6928@edubus.cal,rocio6915,cjQma5DD,,7479,"Salida con Familia",,83000,1
"Sara Ceballos Chacón",27734474,2,,sacech,B4TtZJGv51,,2498,"Salida con Amigos",,920000,10
"Jacobo Ornelas Quiñones",23012991,6,jaorqu@viajesanma.com,Jacoboquiñones,ZICzq56U7GVn,,9443,Vacaciones,,296000,2
