nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
Raúl Loya Cisneros,18174578,9,raloci@wass.com,raloci,TbPf6LVGmRT,\+56 2 1626 7358,4294,56383,Cena de Trabajo,505471,2026-03-01,148000,1
Raúl Loya Cisneros,18174578,9,raloci@wass.com,raloci,TbPf6LVGmRT,\+56 2 1626 7358,4294,56383,Cena de Trabajo,505472,2026-08-17,168000,1
Raúl Loya Cisneros,18174578,9,raloci@wass.com,raloci,TbPf6LVGmRT,\+56 2 1626 7358,4294,56383,Cena de Trabajo,505474,2025-11-21,127000,1
Débora Deleón Jaimes,29688456,1,dédeja@tourket.com,débora375,RTnxoMwsgGwp6ct,\+56 9 4714 1518,6807,56587,Vacaciones,505481,2025-05-05,1089000,9
Débora Deleón Jaimes,29688456,1,dédeja@tourket.com,débora375,RTnxoMwsgGwp6ct,\+56 9 4714 1518,6807,56587,Vacaciones,505485,2025-05-01,360000,9
María del Carmen Nava Pacheco,28907801,0,Maríapacheco@marmol.com,Maríapacheco,25gtOVRb,\+56 9 4674 4381,1948,56507,Aniversario,505492,2025-04-08,516000,3
María del Carmen Nava Pacheco,28907801,0,Maríapacheco@marmol.com,Maríapacheco,25gtOVRb,\+56 9 4674 4381,1948,56507,Aniversario,505494,2025-01-12,792000,3
María del Carmen Nava Pacheco,28907801,0,Maríapacheco@marmol.com,Maríapacheco,25gtOVRb,\+56 9 4674 4381,1948,56507,Aniversario,505495,2025-01-30,45000,3
Barbara Corrales Holguín,27885168,0,barbara7971@edubus.cal,barbara3474,187utZHNPr4,\+56 9 1884 9581,739,57279,Salida con Familia,505496,2026-04-13,1440000,10
Barbara Corrales Holguín,27885168,0,barbara7971@edubus.cal,barbara3474,187utZHNPr4,\+56 9 1884 9581,739,57279,Salida con Familia,505497,2026-02-17,610000,10
Barbara Corrales Holguín,27885168,0,barbara7971@edubus.cal,barbara3474,187utZHNPr4,\+56 9 1884 9581,739,57279,Salida con Familia,505500,2025-04-19,2100000,10
María Nájera Córdova,11598738,0,manácó@wass.com,manácó,1OJCa1o4DSI2a9IB,\+56 2 5448 0396,2762,56007,Aniversario,505501,2025-02-04,91000,1
María Nájera Córdova,11598738,0,manácó@wass.com,manácó,1OJCa1o4DSI2a9IB,\+56 2 5448 0396,2762,56007,Aniversario,505502,2025-05-16,72000,1
María Nájera Córdova,11598738,0,manácó@wass.com,manácó,1OJCa1o4DSI2a9IB,\+56 2 5448 0396,2762,56007,Aniversario,505508,2025-10-05,263000,1
Sr. Julia Zavala Camarillo,9636742,2,srjuzaca@marmol.com,sr.3884,Ymjor6qRMFVD7,\+56 2 7648 6632,9466,57434,Salida con Amigos,505509,2025-01-31,1656000,9
Sr. Julia Zavala Camarillo,9636742,2,srjuzaca@marmol.com,sr.3884,Ymjor6qRMFVD7,\+56 2 7648 6632,9466,57434,Salida con Amigos,505510,2025-09-08,531000,9
Sr. Julia Zavala Camarillo,9636742,2,srjuzaca@marmol.com,sr.3884,Ymjor6qRMFVD7,\+56 2 7648 6632,9466,57434,Salida con Amigos,505511,2025-07-18,1494000,9
Caridad Solano Torres,11653143,7,caridad2444@tourket.com,caridad107,F7vq9Cm6JNx2yhU,\+56 2 3806 3075,6330,56988,Salida con Amigos,505512,2025-11-08,603000,9
Homero Abeyta Mascareñas,7193101,3,Homeromascareñas@tourket.com,homero9720,sqF5Vm26a2IB1,\+56 2 5712 7074,4306,57336,Vacaciones,505520,2025-11-23,931000,7
Homero Abeyta Mascareñas,7193101,3,Homeromascareñas@tourket.com,homero9720,sqF5Vm26a2IB1,\+56 2 5712 7074,4306,57336,Vacaciones,505524,2026-03-21,735000,7
Rosario Cordero Agosto,27932774,8,Rosarioagosto@viajesanma.com,rocoag,pb6YphG8tjDXw,\+56 9 1952 3530,9377,57307,Aniversario,505525,2025-09-24,588000,6
Rosario Cordero Agosto,27932774,8,Rosarioagosto@viajesanma.com,rocoag,pb6YphG8tjDXw,\+56 9 1952 3530,9377,57307,Aniversario,505527,2025-08-10,666000,6
Sta. Armando Murillo Godínez,5740283,0,Sta.godínez@marmol.com,starmugo,YHsFttW7WYncxm,\+56 2 2596 6075,4329,57302,Vacaciones,505535,2025-04-03,395000,5
Sta. Víctor Cortés Vázquez,29684971,5,sta.1061@wass.com,Sta.vázquez,5uUuinjApJsRv,\+56 9 7138 9319,1825,56084,Vacaciones,505539,2025-01-08,655000,5
Sta. Víctor Cortés Vázquez,29684971,5,sta.1061@wass.com,Sta.vázquez,5uUuinjApJsRv,\+56 9 7138 9319,1825,56084,Vacaciones,505547,2025-01-14,675000,5
María Nájera Córdova,11598738,0,manácó@wass.com,manácó,1OJCa1o4DSI2a9IB,\+56 2 5448 0396,2762,57036,Salida con Familia,505549,2025-07-25,1485000,9
Antonia Vélez Águilar,12024735,2,antonia3132@marmol.com,anvéág,karcDT2h,\+56 2 6807 6865,6281,56353,Cena de Trabajo,505553,2025-06-22,448000,4
Sta. Víctor Cortés Vázquez,29684971,5,sta.1061@wass.com,Sta.vázquez,5uUuinjApJsRv,\+56 9 7138 9319,1825,56952,Cena de Trabajo,505554,2025-02-15,426000,3
Sta. Víctor Cortés Vázquez,29684971,5,sta.1061@wass.com,Sta.vázquez,5uUuinjApJsRv,\+56 9 7138 9319,1825,56952,Cena de Trabajo,505559,2025-02-10,192000,3
Sta. Víctor Cortés Vázquez,29684971,5,sta.1061@wass.com,Sta.vázquez,5uUuinjApJsRv,\+56 9 7138 9319,1825,56952,Cena de Trabajo,505560,2026-03-04,462000,3
Marcela Cortez Sisneros,29870116,2,macosi@marmol.com,Marcelasisneros,8YbHIDYlHqYFE,\+56 2 9625 1065,4085,57399,Cena de Trabajo,505561,2025-04-15,665000,7
Marcela Cortez Sisneros,29870116,2,macosi@marmol.com,Marcelasisneros,8YbHIDYlHqYFE,\+56 2 9625 1065,4085,57399,Cena de Trabajo,505566,2026-05-29,1246000,7
Marcela Cortez Sisneros,29870116,2,macosi@marmol.com,Marcelasisneros,8YbHIDYlHqYFE,\+56 2 9625 1065,4085,57399,Cena de Trabajo,505567,2025-08-18,448000,7
María Soledad Arevalo Godínez,4797304,0,Maríagodínez@wass.com,masoargo,k2B8oamrW,\+56 9 2676 0279,7827,56246,Salida con Amigos,505568,2025-07-25,280000,4
María Soledad Arevalo Godínez,4797304,0,Maríagodínez@wass.com,masoargo,k2B8oamrW,\+56 9 2676 0279,7827,56246,Salida con Amigos,505573,2025-05-07,620000,4
Sta. Teodoro Otero Valle,25955553,1,Sta.valle@marmol.com,sta.8167,5DKp7XqoB,\+56 2 8660 3872,4132,57283,Cena de Trabajo,505574,2026-06-06,1990000,10
Sta. Teodoro Otero Valle,25955553,1,Sta.valle@marmol.com,sta.8167,5DKp7XqoB,\+56 2 8660 3872,4132,57283,Cena de Trabajo,505580,2025-06-05,2910000,10
Ricardo Robledo Aguirre,16210157,9,ricardo9565@viajesanma.com,riroag,J56HiytYb,\+56 9 3842 0915,3748,56667,Cena de Trabajo,505583,2025-07-28,228000,3
Ricardo Robledo Aguirre,16210157,9,ricardo9565@viajesanma.com,riroag,J56HiytYb,\+56 9 3842 0915,3748,56667,Cena de Trabajo,505584,2025-12-14,315000,3
Ricardo Robledo Aguirre,16210157,9,ricardo9565@viajesanma.com,riroag,J56HiytYb,\+56 9 3842 0915,3748,56667,Cena de Trabajo,505585,2025-08-19,387000,3
Pilar Rentería Roybal,16017794,2,pirero@viajesanma.com,pilar3007,bQrVcr3EO,\+56 2 9396 2774,7870,57257,Salida con Amigos,505592,2025-01-04,2254000,7
Carla Aragón Abeyta,29898666,3,carla9228@tourket.com,caarab,xjyNYG7v5Em,\+56 9 6726 1771,6191,56368,Salida con Familia,505600,2026-10-08,826000,7
Carla Aragón Abeyta,29898666,3,carla9228@tourket.com,caarab,xjyNYG7v5Em,\+56 9 6726 1771,6191,56368,Salida con Familia,505601,2025-11-26,413000,7
Rosalia Velázquez Montalvo,29852954,8,rovemo@edubus.cal,Rosaliamontalvo,eZ2Zcg1PQS,\+56 9 7668 4247,100,56006,Cena de Trabajo,505602,2025-10-05,504000,2
Rosalia Velázquez Montalvo,29852954,8,rovemo@edubus.cal,Rosaliamontalvo,eZ2Zcg1PQS,\+56 9 7668 4247,100,56006,Cena de Trabajo,505603,2025-06-28,604000,2
Sta. Enrique Nava Robledo,16065597,6,stennaro@viajesanma.com,Sta.robledo,LZ9pn331ckU0YUp,\+56 9 3583 6992,3653,56708,Salida con Amigos,505604,2025-01-20,672000,8
Sta. Enrique Nava Robledo,16065597,6,stennaro@viajesanma.com,Sta.robledo,LZ9pn331ckU0YUp,\+56 9 3583 6992,3653,56708,Salida con Amigos,505609,2025-01-10,3104000,8
Sta. Enrique Nava Robledo,16065597,6,stennaro@viajesanma.com,Sta.robledo,LZ9pn331ckU0YUp,\+56 9 3583 6992,3653,56708,Salida con Amigos,505614,2025-01-29,896000,8
Federico Jáquez Alanis,28895258,2,Federicoalanis@outluc.com,Federicoalanis,8mE49L8BXL,\+56 2 0750 6308,152,56579,Cena de Trabajo,505615,2026-08-23,1728000,8
Federico Jáquez Alanis,28895258,2,Federicoalanis@outluc.com,Federicoalanis,8mE49L8BXL,\+56 2 0750 6308,152,56579,Cena de Trabajo,505618,2025-11-21,1232000,8
Federico Jáquez Alanis,28895258,2,Federicoalanis@outluc.com,Federicoalanis,8mE49L8BXL,\+56 2 0750 6308,152,56579,Cena de Trabajo,505621,2026-11-03,328000,8
Jaime Caldera Sarabia,11325254,5,jaime231@tourket.com,jacasa,jGoHo6h6LkwmRZ,\+56 9 9979 2702,6615,56720,Cena de Trabajo,505622,2026-04-20,550000,5
Sta. Rebeca Leiva Mora,2341657,3,sta.6571@viajesanma.com,sta.8172,6dF5k5Fq,\+56 9 8183 5753,6651,57261,Salida con Familia,505628,2025-09-06,1280000,10
Sta. Rebeca Leiva Mora,2341657,3,sta.6571@viajesanma.com,sta.8172,6dF5k5Fq,\+56 9 8183 5753,6651,57261,Salida con Familia,505634,2025-03-19,2220000,10
Agustín Bernal Flores,2475904,0,Agustínflores@outluc.com,agustín5635,lNtJNUh7TfGj,\+56 9 7528 5820,7552,57441,Vacaciones,505642,2025-12-07,222000,2
Gilberto Gallardo Reséndez,10293318,4,gilberto4824@marmol.com,gilberto1410,soifIiYNCnw8mW,\+56 9 2626 8663,5748,56032,Salida con Familia,505644,2025-04-19,58000,1
Gilberto Gallardo Reséndez,10293318,4,gilberto4824@marmol.com,gilberto1410,soifIiYNCnw8mW,\+56 9 2626 8663,5748,56032,Salida con Familia,505649,2025-04-21,52000,1
Sr. Arturo Guajardo Archuleta,17003154,7,sr.721@tourket.com,sr.1608,G8rswnsOoa,\+56 9 7531 7999,6375,57383,Salida con Familia,505650,2025-02-28,1120000,10
Sofia Rosas Soria,3406824,0,soroso@tourket.com,Sofiasoria,FaWqD20U9wUFG,\+56 9 9596 9198,8555,56585,Salida con Familia,505651,2025-03-07,1570000,10
Sofia Rosas Soria,3406824,0,soroso@tourket.com,Sofiasoria,FaWqD20U9wUFG,\+56 9 9596 9198,8555,56585,Salida con Familia,505652,2025-03-20,1260000,10
Sofia Carrion Alonso,11861945,5,Sofiaalonso@outluc.com,sofia9643,w90YqmUe4w5sqXz,\+56 9 5602 5364,6574,57046,Aniversario,505653,2026-04-18,1008000,9
Sta. Manuela Rodarte Acuña,7577123,1,Sta.acuña@tourket.com,Sta.acuña,cWdMArh0X,\+56 2 5040 5470,6547,55999,Salida con Familia,505657,2025-01-16,1614000,6
Sta. Manuela Rodarte Acuña,7577123,1,Sta.acuña@tourket.com,Sta.acuña,cWdMArh0X,\+56 2 5040 5470,6547,55999,Salida con Familia,505658,2025-03-30,966000,6
Sr. Mario Carrion Aranda,27440313,6,sr.8455@wass.com,sr.5849,rQwhWPJg7dszj2,\+56 9 3925 5094,9571,56663,Salida con Amigos,505663,2025-04-09,344000,4
Sr. Mario Carrion Aranda,27440313,6,sr.8455@wass.com,sr.5849,rQwhWPJg7dszj2,\+56 9 3925 5094,9571,56663,Salida con Amigos,505664,2025-07-24,752000,4
Gilberto Gallardo Reséndez,10293318,4,gilberto4824@marmol.com,gilberto1410,soifIiYNCnw8mW,\+56 9 2626 8663,5748,56032,Salida con Familia,505665,2026-01-20,4530000,10
Sta. Daniela Vega Duarte,13725371,2,stdavedu@edubus.cal,stdavedu,XNamzDMXN4CxTj,\+56 9 0871 4668,2290,56969,Aniversario,505666,2026-03-07,729000,3
Sta. Daniela Vega Duarte,13725371,2,stdavedu@edubus.cal,stdavedu,XNamzDMXN4CxTj,\+56 9 0871 4668,2290,56969,Aniversario,505667,2025-10-18,231000,3
Sta. Daniela Vega Duarte,13725371,2,stdavedu@edubus.cal,stdavedu,XNamzDMXN4CxTj,\+56 9 0871 4668,2290,56969,Aniversario,505674,2025-10-07,366000,3
Sancho Correa Delrío,19020531,2,sancho864@tourket.com,sacode,ETd6A5v2e,\+56 2 0494 7265,8746,57339,Cena de Trabajo,505679,2025-07-17,1197000,9
Carlota Hinojosa Guevara,18582940,5,carlota5212@viajesanma.com,Carlotaguevara,umm660RGmmNdJhP1,\+56 9 3590 4489,7601,57287,Aniversario,505682,2025-05-17,2456000,8
Sta. Ángela Guerra Brito,22996845,9,stángubr@outluc.com,stángubr,nNx15Hf7URb,\+56 2 3572 7974,9983,56002,Salida con Familia,505687,2025-11-04,172000,4
Tomás Samaniego Sosa,23563362,0,tosaso@tourket.com,tosaso,g3E6VsMEKJBF,\+56 2 4082 7679,9825,56930,Vacaciones,505688,2025-03-09,514000,2
Tomás Samaniego Sosa,23563362,0,tosaso@tourket.com,tosaso,g3E6VsMEKJBF,\+56 2 4082 7679,9825,56930,Vacaciones,505696,2025-03-01,148000,2
Elisa Véliz Zúñiga,20897134,4,elvézú@viajesanma.com,Elisazúñiga,0Bsvqc2DTJ,\+56 9 4368 6040,3409,55972,Salida con Familia,505698,2026-04-23,658000,7
Federico Jáquez Alanis,28895258,2,Federicoalanis@outluc.com,Federicoalanis,8mE49L8BXL,\+56 2 0750 6308,152,56054,Aniversario,505701,2025-02-07,985000,5
Carla Aragón Abeyta,29898666,3,carla9228@tourket.com,caarab,xjyNYG7v5Em,\+56 9 6726 1771,6191,56916,Salida con Familia,505727,2026-03-26,392000,4
Sta. Patricio Godínez Olmos,21637871,7,sta.2473@tourket.com,Sta.olmos,V2o4Wpl7EF,\+56 9 9707 4618,9571,56985,Salida con Familia,505705,2025-10-01,360000,3
Sta. Patricio Godínez Olmos,21637871,7,sta.2473@tourket.com,Sta.olmos,V2o4Wpl7EF,\+56 9 9707 4618,9571,56985,Salida con Familia,505706,2026-04-20,162000,3
Alberto Bétancourt Escalante,22530204,9,Albertoescalante@wass.com,Albertoescalante,3rh92Nsu,\+56 9 2399 7077,9968,57153,Salida con Amigos,505707,2025-11-05,150000,2
Sta. Hugo Matos Valentín,1382613,7,Sta.valentín@edubus.cal,sthumava,eYW9n3oDDR,\+56 9 0545 1487,7184,57425,Salida con Amigos,505708,2025-06-17,438000,6
Rafael Colón Jiménez,26781579,8,rafael1057@edubus.cal,rafael1993,LlH9wqPp,\+56 2 2825 0307,4706,56422,Aniversario,505709,2025-01-02,2790000,10
Santiago Maldonado Briseño,1314949,6,samabr@marmol.com,samabr,X6id48QcEl7ouN,\+56 9 9004 5133,5930,56675,Salida con Amigos,505710,2025-02-03,350000,5
Lourdes Montes Arguello,13382643,2,lomoar@edubus.cal,Lourdesarguello,KXkcn05AC1VUdTE1,\+56 9 8920 7449,7426,56821,Cena de Trabajo,505711,2025-03-19,1932000,7
Lourdes Montes Arguello,13382643,2,lomoar@edubus.cal,Lourdesarguello,KXkcn05AC1VUdTE1,\+56 9 8920 7449,7426,56821,Cena de Trabajo,505712,2025-04-20,756000,7
Alfredo Oquendo Armas,28701321,3,aloqar@tourket.com,Alfredoarmas,ON8Sf5RdWsrV,\+56 9 0550 0044,6407,56764,Vacaciones,505713,2025-04-17,212000,2
Alfredo Oquendo Armas,28701321,3,aloqar@tourket.com,Alfredoarmas,ON8Sf5RdWsrV,\+56 9 0550 0044,6407,56764,Vacaciones,505718,2025-05-15,178000,2
Carla Aragón Abeyta,29898666,3,carla9228@tourket.com,caarab,xjyNYG7v5Em,\+56 9 6726 1771,6191,56916,Salida con Familia,505719,2025-07-24,680000,4
Carla Aragón Abeyta,29898666,3,carla9228@tourket.com,caarab,xjyNYG7v5Em,\+56 9 6726 1771,6191,56916,Salida con Familia,505732,2026-05-09,704000,4
Luz Velasco Camarillo,27651901,8,Luzcamarillo@edubus.cal,luveca,zn7ds0vdVD,\+56 2 7825 6583,7660,56167,Salida con Amigos,505733,2025-04-18,540000,10
Luz Velasco Camarillo,27651901,8,Luzcamarillo@edubus.cal,luveca,zn7ds0vdVD,\+56 2 7825 6583,7660,56167,Salida con Amigos,505740,2025-02-12,1260000,10
Luz Velasco Camarillo,27651901,8,Luzcamarillo@edubus.cal,luveca,zn7ds0vdVD,\+56 2 7825 6583,7660,56167,Salida con Amigos,505741,2025-03-04,1890000,10
Agustín Sisneros Miranda,23855829,8,agustín9237@edubus.cal,Agustínmiranda,vvaEZ7gn,\+56 9 5983 9257,471,56836,Salida con Familia,505743,2025-03-23,910000,5
Agustín Sisneros Miranda,23855829,8,agustín9237@edubus.cal,Agustínmiranda,vvaEZ7gn,\+56 9 5983 9257,471,56836,Salida con Familia,505744,2025-02-08,1190000,5
Silvia Sauceda Rodríguez,14683014,5,silvia1691@wass.com,sisaro,EDiG2KRipEMrYCN,\+56 9 2874 1347,252,57228,Vacaciones,505752,2025-01-04,8000,1
Silvia Sauceda Rodríguez,14683014,5,silvia1691@wass.com,sisaro,EDiG2KRipEMrYCN,\+56 9 2874 1347,252,57228,Vacaciones,505753,2025-01-06,78000,1
Guadalupe Piña Razo,6628456,5,guadalupe5948@viajesanma.com,Guadaluperazo,unXRNkS3ADzyu1wU,\+56 9 3959 1408,1127,57301,Cena de Trabajo,505754,2025-03-08,3310000,10
Guadalupe Piña Razo,6628456,5,guadalupe5948@viajesanma.com,Guadaluperazo,unXRNkS3ADzyu1wU,\+56 9 3959 1408,1127,57301,Cena de Trabajo,505761,2025-01-24,1340000,10
Guadalupe Piña Razo,6628456,5,guadalupe5948@viajesanma.com,Guadaluperazo,unXRNkS3ADzyu1wU,\+56 9 3959 1408,1127,57301,Cena de Trabajo,505768,2025-02-02,1460000,10
José Eduardo Collazo Martínez,6246282,5,joedcoma@tourket.com,josé5998,n86rU9qNDwwVTciG,\+56 2 2477 7705,4828,56607,Cena de Trabajo,505771,2025-02-01,3830000,10
José Eduardo Collazo Martínez,6246282,5,joedcoma@tourket.com,josé5998,n86rU9qNDwwVTciG,\+56 2 2477 7705,4828,56607,Cena de Trabajo,505772,2025-06-10,2970000,10
Lorenzo Barrera Hernández,6981540,5,lobahe@outluc.com,lorenzo3728,tE2Wa9u9gLVN,\+56 2 5226 3002,4896,57092,Aniversario,505773,2025-05-18,978000,6
Lorenzo Barrera Hernández,6981540,5,lobahe@outluc.com,lorenzo3728,tE2Wa9u9gLVN,\+56 2 5226 3002,4896,57092,Aniversario,505776,2025-11-21,906000,6
Sr. Cristina Hurtado Casanova,14282483,3,srcrhuca@viajesanma.com,sr.7276,9iwFfYzbE,\+56 2 0878 6224,512,56407,Vacaciones,505778,2025-02-08,580000,5
Sta. Julia Saucedo Peres,5002687,6,stjusape@edubus.cal,Sta.peres,AgLOuReF7ler75Le,\+56 9 8358 9342,5723,56893,Vacaciones,505779,2025-04-29,1260000,9
Ángela Ferrer Puente,18899718,0,ánfepu@outluc.com,ánfepu,TI247zNvHNTHk44,\+56 2 6157 8355,9786,56619,Aniversario,505783,2025-01-30,172000,1
Ana Lerma Villalobos,19208551,9,ana7199@outluc.com,ana6204,TgRHu3zbAx,\+56 9 8808 7439,3017,57389,Salida con Familia,505784,2025-01-20,720000,6
Ana Lerma Villalobos,19208551,9,ana7199@outluc.com,ana6204,TgRHu3zbAx,\+56 9 8808 7439,3017,57389,Salida con Familia,505788,2025-01-05,1008000,6
Ana Lerma Villalobos,19208551,9,ana7199@outluc.com,ana6204,TgRHu3zbAx,\+56 9 8808 7439,3017,57389,Salida con Familia,505792,2025-01-25,672000,6
Federico Jáquez Alanis,28895258,2,Federicoalanis@outluc.com,Federicoalanis,8mE49L8BXL,\+56 2 0750 6308,152,56054,Aniversario,505793,2025-05-15,795000,5
Antonia Chavarría Echevarría,323358,8,antonia5574@wass.com,antonia5605,5qFhh4rvNa,\+56 2 4768 7653,4388,57066,Vacaciones,505794,2025-07-09,700000,5
Antonia Chavarría Echevarría,323358,8,antonia5574@wass.com,antonia5605,5qFhh4rvNa,\+56 2 4768 7653,4388,57066,Vacaciones,505795,2025-05-06,1705000,5
Antonia Chavarría Echevarría,323358,8,antonia5574@wass.com,antonia5605,5qFhh4rvNa,\+56 2 4768 7653,4388,57066,Vacaciones,505800,2025-03-18,885000,5
Claudia Gamez Rosas,353698,0,claudia2175@tourket.com,claudia4281,so2XU1Wz8D,\+56 9 3970 6662,1542,56947,Salida con Familia,505801,2025-06-29,820000,10
Claudia Gamez Rosas,353698,0,claudia2175@tourket.com,claudia4281,so2XU1Wz8D,\+56 9 3970 6662,1542,56947,Salida con Familia,505802,2025-01-20,1050000,10
Claudia Gamez Rosas,353698,0,claudia2175@tourket.com,claudia4281,so2XU1Wz8D,\+56 9 3970 6662,1542,56947,Salida con Familia,505808,2025-03-12,690000,10
Sra. Conchita Santacruz Valdivia,8791174,8,Sra.valdivia@marmol.com,Sra.valdivia,Rk1K6gub3ZrlZaq,\+56 2 5659 8887,5177,57110,Salida con Familia,505814,2025-07-11,159000,3
Jaime Caldera Sarabia,11325254,5,jaime231@tourket.com,jacasa,jGoHo6h6LkwmRZ,\+56 9 9979 2702,6615,57116,Salida con Familia,505815,2025-01-17,1430000,5
Sr. Julia Zavala Camarillo,9636742,2,srjuzaca@marmol.com,sr.3884,Ymjor6qRMFVD7,\+56 2 7648 6632,9466,56056,Aniversario,505823,2025-04-09,10000,2
Sr. Julia Zavala Camarillo,9636742,2,srjuzaca@marmol.com,sr.3884,Ymjor6qRMFVD7,\+56 2 7648 6632,9466,56056,Aniversario,505824,2025-03-08,264000,2
Gilberto Gil Sánchez,6706944,7,gilberto4749@tourket.com,Gilbertosánchez,wkShp2Iag,\+56 2 4794 8709,8993,56817,Cena de Trabajo,505825,2025-04-04,228000,6
Fernando Rangel Mota,15322489,7,feramo@outluc.com,feramo,5NYmdUvO0X,\+56 2 5950 8579,6603,56210,Aniversario,505831,2025-07-17,477000,3
Débora Barreto Armenta,29373498,4,Déboraarmenta@tourket.com,débora7492,JZj22HJwj,\+56 2 4642 6293,9535,56770,Cena de Trabajo,505832,2025-02-26,870000,10
Débora Barreto Armenta,29373498,4,Déboraarmenta@tourket.com,débora7492,JZj22HJwj,\+56 2 4642 6293,9535,56770,Cena de Trabajo,505833,2025-06-09,850000,10
Débora Barreto Armenta,29373498,4,Déboraarmenta@tourket.com,débora7492,JZj22HJwj,\+56 2 4642 6293,9535,56770,Cena de Trabajo,505838,2025-01-12,4890000,10
Patricio Ulloa Terrazas,2493411,0,Patricioterrazas@marmol.com,patricio4151,11DWtlmFKpsDi,\+56 9 4438 1116,2732,56710,Salida con Amigos,505839,2025-07-15,634000,2
María José Frías Galván,27885558,9,majofrga@wass.com,majofrga,4aj8Xo3MtWLFaiP,\+56 9 2859 7787,5388,57062,Salida con Familia,505840,2026-07-26,2984000,8
Sr. Carla Palomino Caballero,20712791,4,sr.1183@viajesanma.com,Sr.caballero,48ueTLO68hW8,\+56 9 0470 4813,294,56695,Aniversario,505841,2025-05-11,320000,8
Sonia Jaramillo Guerrero,7372062,1,sojagu@wass.com,sojagu,pam5YCDi0T,\+56 2 0407 0081,1573,56936,Salida con Amigos,505847,2025-03-23,1962000,9
Sonia Jaramillo Guerrero,7372062,1,sojagu@wass.com,sojagu,pam5YCDi0T,\+56 2 0407 0081,1573,56936,Salida con Amigos,505855,2025-03-21,1737000,9
José Emilio Parra Santillán,28325852,1,joempasa@edubus.cal,josé6885,iIV133ZqyF,\+56 2 3345 9669,6256,56803,Salida con Familia,505860,2026-03-12,730000,10
Daniel Jurado Jaimes,18293602,2,dajuja@wass.com,daniel9288,Uo0mohb1F3,\+56 2 6243 9722,9754,57128,Aniversario,505868,2025-06-22,160000,1
Daniel Jurado Jaimes,18293602,2,dajuja@wass.com,daniel9288,Uo0mohb1F3,\+56 2 6243 9722,9754,57128,Aniversario,505871,2025-04-30,66000,1
Sra. Pedro Sevilla Castañeda,11516337,0,sra.413@edubus.cal,sra.5725,1xJqlITt8r2Wix7,\+56 2 9022 6885,4713,56572,Cena de Trabajo,505872,2025-07-04,2376000,9
Sra. Pedro Sevilla Castañeda,11516337,0,sra.413@edubus.cal,sra.5725,1xJqlITt8r2Wix7,\+56 2 9022 6885,4713,56572,Cena de Trabajo,505878,2025-01-15,792000,9
Sra. Pedro Pelayo Palomo,20644743,5,sra.8247@tourket.com,sra.7740,S5KZyq4wlGO9FV95,\+56 2 5995 3309,9571,57034,Aniversario,505879,2025-03-03,810000,9
Sra. Pedro Pelayo Palomo,20644743,5,sra.8247@tourket.com,sra.7740,S5KZyq4wlGO9FV95,\+56 2 5995 3309,9571,57034,Aniversario,505880,2025-01-30,783000,9
Fernando Rangel Mota,15322489,7,feramo@outluc.com,feramo,5NYmdUvO0X,\+56 2 5950 8579,6603,57032,Aniversario,505888,2026-03-05,260000,4
Julio César Tejeda Gamboa,28448754,0,Juliogamboa@wass.com,jucétega,F0cYufzYEq6XkpN,\+56 9 5244 6397,2926,56403,Salida con Amigos,505915,2025-12-27,89000,1
Fernando Rangel Mota,15322489,7,feramo@outluc.com,feramo,5NYmdUvO0X,\+56 2 5950 8579,6603,57032,Aniversario,505891,2026-04-15,360000,4
Fernando Rangel Mota,15322489,7,feramo@outluc.com,feramo,5NYmdUvO0X,\+56 2 5950 8579,6603,57032,Aniversario,505896,2025-10-15,268000,4
Lourdes Ocasio Rojo,24666110,3,loocro@wass.com,loocro,0cMFroBx0r,\+56 2 4265 0745,783,57007,Aniversario,505899,2025-09-01,34000,2
Lourdes Ocasio Rojo,24666110,3,loocro@wass.com,loocro,0cMFroBx0r,\+56 2 4265 0745,783,57007,Aniversario,505907,2025-03-08,164000,2
Lourdes Ocasio Rojo,24666110,3,loocro@wass.com,loocro,0cMFroBx0r,\+56 2 4265 0745,783,57007,Aniversario,505909,2025-08-11,980000,2
Guillermina Jaramillo Quiñones,12053835,7,guillermina8659@outluc.com,guillermina5755,ME5npTCil0,\+56 9 1021 5153,5665,56711,Salida con Familia,505910,2025-01-16,555000,3
Ernesto Jaramillo Elizondo,13220701,1,ernesto2678@wass.com,erjael,0066Eye6CDFf2jvu,\+56 9 8056 9266,8488,56521,Salida con Familia,505911,2025-04-30,816000,8
Rafael Castellanos Cortez,6669008,3,racaco@marmol.com,Rafaelcortez,YrEhoUT5klBb4Lkc,\+56 9 6583 9080,8557,56637,Vacaciones,505912,2025-01-26,790000,5
Guillermina Cornejo Bueno,10573213,9,Guillerminabueno@tourket.com,Guillerminabueno,1TvcxjpBS6,\+56 2 4407 6519,3167,56201,Salida con Amigos,505913,2025-12-15,430000,5
Julio César Tejeda Gamboa,28448754,0,Juliogamboa@wass.com,jucétega,F0cYufzYEq6XkpN,\+56 9 5244 6397,2926,56403,Salida con Amigos,505914,2025-10-18,140000,1
Julia Griego Rincón,7900776,5,julia2507@marmol.com,jugrri,PcSOA8am1x1rEA,\+56 2 8295 1241,3675,57054,Salida con Amigos,505916,2026-01-01,644000,2
