nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
Sta. Mariana Naranjo Tamez,26700750,0,sta.9010@viajes.cl,stmanata,D2AI5VwJo,\+56 2 7065 8169,Nocturno,Colmena,Part time,507225,,,,,Disponible,93128,Valdemoro,Molina de Segura,2026-08-19,2027-01-04,98,3325,390000,British Airways,,{},{},Primera clase,{}
Sra. Enrique Godoy Aguirre,11645177,8,srengoag@viajes.cl,srengoag,0eag3Ty4D,\+56 9 3531 5418,Diurno,Consalud,Part time,507226,,,,,Disponible,9128,Valencia,Baracaldo,2025-08-26,2026-01-17,97,3472,106000,Iberia,,{},"{Leganés,Valladolid,Móstoles,Granada,Irún}",Clase ejecutiva,{}
Barbara Marroquín Torres,15771462,7,Barbaratorres@viajes.cl,barbara2736,XZ1eKqCy02Ukmo,\+56 2 6085 2626,Nocturno,Colmena,Full time,507227,,,,,Disponible,43503,Gerona,Cuenta,2026-11-05,2026-11-26,61,522,161000,JetBlue,,{},"{""Jerez de la Frontera"",Vigo,""Pozuelo de Alarcón"",""San Fernando""}",Clase económica,{}
Gilberto Orozco Acuña,29519285,2,Gilbertoacuña@viajes.cl,Gilbertoacuña,L7M7dkXp9,\+56 9 6677 5121,Diurno,Más vida,Full time,507228,,,,,Disponible,92356,Puertollano,Coslada,2025-04-18,2025-07-30,74,2495,187000,JetBlue,,{},"{Huelva,""Torrejón de Ardoz""}",Primera clase,{}
Pilar Miramontes Torres,11114656,0,Pilartorres@viajes.cl,Pilartorres,ZfgcM141wTOlcMAV,\+56 2 7141 0709,Nocturno,Fonasa,Part time,507229,,,,,Disponible,77793,Santa Lucía de Tirajana,Molina de Segura,2026-04-21,2026-05-13,97,547,166000,Copa Airlines,,{},"{""Chiclana de la Frontera"",""La Línea de la Concepción"",""Hospitalet de LLobregat""}",Clase económica,{}
Carla Paredes Farías,928154,1,carla9177@viajes.cl,capafa,MGz6B11wIs4TYq,\+56 2 9399 4607,Nocturno,Banmédica,Full time,507230,,,,,Disponible,56888,Elda,Burgos,2025-05-24,2025-10-17,27,3523,320000,WestJet,,{},"{Algeciras,""Talavera de la Reina""}",Clase ejecutiva,{}
Andrés Urías Águilar,22807405,5,anurág@viajes.cl,anurág,N9luQ6vuhn1UP,\+56 9 0150 0185,Nocturno,Fonasa,Part time,507231,,,,,Disponible,1013,Ceuta,El Puerto de Santa María,2025-06-13,2025-11-16,66,3766,181000,Qantas,,{},"{""Santa Cruz de Tenerife"",Toledo,Santander,Albacete}",Primera clase,{}
Gustavo Fonseca Rico,25349603,7,gufori@viajes.cl,gustavo3649,8VKe7X5c,\+56 9 0436 7270,Nocturno,Colmena,Part time,507232,,,,,Disponible,3066,Albacete,Avilés,2025-03-23,2025-04-18,52,643,149000,Japan Airlines,,{},{Oviedo},Clase ejecutiva,{}
Pilar Marrero Escamilla,21156976,0,Pilarescamilla@viajes.cl,Pilarescamilla,SLrfH6ERvi,\+56 9 0417 8030,Diurno,Fonasa,Part time,507233,,,,,Disponible,45588,Torrelavega,Almería,2026-05-04,2026-09-15,2,3223,306000,Emirates,,{},"{Parla,Ferrol,""Hospitalet de LLobregat""}",Clase ejecutiva,{}
Martín Altamirano Arias,17512289,3,Martínarias@viajes.cl,maalar,JPSFRghXT1o,\+56 9 8466 4167,Nocturno,Fonasa,Part time,507234,,,,,Disponible,18833,Murcia,Baracaldo,2025-06-12,2025-08-13,70,1494,75000,Singapore Airlines,,{},"{Getafe,Manresa,Granada}",Clase económica,{}
Enrique López Barreto,2922339,4,Enriquebarreto@viajes.cl,enrique2721,KjlvDRGCuqnJ3Z,\+56 9 7488 9907,Nocturno,Consalud,Part time,507235,,,,,Disponible,64621,Murcia,Alcalá de Henares,2025-12-12,2026-03-27,61,2534,293000,United Airlines,,{},"{Linares,Motril,Granollers,""Talavera de la Reina""}",Primera clase,{}
Jesús Anguiano Palomo,8763231,8,jesús8057@viajes.cl,Jesúspalomo,R6FmF2W958Snv,\+56 2 2046 4662,Nocturno,Más vida,Part time,507236,,,,,Disponible,78694,Lugo,Hospitalet de LLobregat,2025-08-02,2025-11-08,2,2369,168000,Copa Airlines,,{},"{Rubí,Rivas-Vaciamadrid}",Clase ejecutiva,{}
Sta. Mónica Suárez Orellana,24604020,6,sta.8713@viajes.cl,Sta.orellana,H45mDuRqC9z54,\+56 9 4332 9232,Diurno,Más vida,Part time,507237,,,,,Disponible,67622,Murcia,Valdemoro,2025-10-04,2026-01-17,14,2526,281000,Vueling,,{},"{Elche,Telde,Elche}",Primera clase,{}
Juana Rodrígez Delafuente,1510423,6,Juanadelafuente@viajes.cl,juana1982,PMGcNaU5OVoK0y,\+56 9 6614 6530,Nocturno,Más vida,Full time,507238,,,,,Disponible,40754,Pontevedra,Madrid,2025-07-16,2025-09-12,39,1404,137000,Emirates,,{},{Orense},Clase económica,{}
Pilar Marrero Escamilla,21156976,0,Pilarescamilla@viajes.cl,Pilarescamilla,SLrfH6ERvi,\+56 9 0417 8030,Diurno,Fonasa,Part time,507239,,,,,Disponible,42002,Fuenlabrada,Cáceres,2025-11-30,2026-03-15,2,2537,178000,Etihad Airways,,{},{},Clase ejecutiva,{}
Enrique López Barreto,2922339,4,Enriquebarreto@viajes.cl,enrique2721,KjlvDRGCuqnJ3Z,\+56 9 7488 9907,Nocturno,Consalud,Part time,507240,,,,,Disponible,64299,Tarrasa,Ávila,2026-03-29,2026-04-10,55,301,11000,Delta Air Lines,,{},{Salamanca},Clase ejecutiva,{}
María Camarillo Delgado,10150908,7,Maríadelgado@viajes.cl,maría5772,6VI3lMdci,\+56 9 2970 4203,Diurno,Colmena,Part time,507241,,,,,Disponible,42842,Elda,Rubí,2025-04-02,2025-08-20,51,3379,217000,Copa Airlines,,{},"{""El Prat de LLobregat"",Manresa,Rivas-Vaciamadrid}",Primera clase,{}
Lola Leyva Uribe,7943237,7,Lolauribe@viajes.cl,lola1735,LRU6Rs6PCQs,\+56 2 2114 0976,Nocturno,Fonasa,Full time,507242,,,,,Disponible,34409,Ávila,San Fernando,2025-07-10,2025-08-08,1,718,166000,Spirit Airlines,,{},"{""San Fernando"",Jaén,Ferrol,Telde,Lugo}",Clase ejecutiva,{}
Jesús Anguiano Palomo,8763231,8,jesús8057@viajes.cl,Jesúspalomo,R6FmF2W958Snv,\+56 2 2046 4662,Nocturno,Más vida,Part time,507243,,,,,Disponible,59140,Baracaldo,Sabadell,2025-04-18,2025-07-14,39,2100,187000,Alaska Airlines,,{},"{Manresa,""Pozuelo de Alarcón""}",Clase económica,{}
Ángela Armenta Jáquez,6398050,1,Ángelajáquez@viajes.cl,ángela4602,DTh797Fc4E,\+56 2 9854 7124,Nocturno,Banmédica,Full time,507244,,,,,Disponible,19010,Hospitalet de LLobregat,Cáceres,2026-07-27,2026-09-06,82,996,100000,Frontier Airlines,,{},"{Alicante,Huelva}",Clase económica,{}
Martín Ayala Raya,10499902,6,martín9252@viajes.cl,martín8054,d2xQrlFp41,\+56 9 5214 4638,Diurno,Más vida,Part time,507245,,,,,Disponible,4758,Elda,Orense,2026-07-10,2026-12-12,44,3743,496000,Alaska Airlines,,{},"{Cartagena,Elche,Toledo}",Primera clase,{}
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,507246,,,,,Disponible,52501,Santander,Talavera de la Reina,2026-08-25,2026-12-06,15,2490,98000,British Airways,,{},"{Pamplona,Gecho}",Clase ejecutiva,{}
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,507247,,,,,Disponible,89061,Santa Lucía de Tirajana,Sabadell,2026-05-22,2026-08-25,33,2300,248000,Ryanair,,{},"{Lugo,""Chiclana de la Frontera"",""Cornellá de Llobregat"",Valencia,Segovia}",Primera clase,{}
Sr. Octavio Rosario Acevedo,15640584,1,sr.547@viajes.cl,Sr.acevedo,8BIJPzr2,\+56 9 6831 8065,Diurno,Banmédica,Part time,507248,,,,,Disponible,90673,Santa Coloma de Gramanet,Paterna,2025-12-17,2026-01-12,73,634,155000,British Airways,,{},"{Motril,Torrevieja,""La Línea de la Concepción"",Linares,Orihuela}",Clase ejecutiva,{}
Diana Avilés Arteaga,20032214,2,diavar@viajes.cl,diavar,Q1RtuO6OEL3,\+56 2 4819 8739,Nocturno,Consalud,Part time,507249,,,,,Disponible,31550,Vigo,Pozuelo de Alarcón,2025-11-24,2026-04-28,99,3720,366000,Iberia,,{},"{Paterna,Granada,Inca}",Primera clase,{}
Ramón Marrero Negrete,6135357,7,ramane@viajes.cl,Ramónnegrete,5F4J9z8B0nrB,\+56 9 6147 1436,Diurno,Consalud,Full time,507250,,,,,Disponible,22949,Fuengirola,Torremolinos,2026-02-22,2026-06-06,26,2498,249000,Iberia,,{},"{Cartagena,""Mollet del Vallés""}",Primera clase,{}
Ramiro Saavedra Borrego,1149620,2,ramiro1765@viajes.cl,rasabo,9rUxox8WT2I,\+56 2 9148 9233,Nocturno,Banmédica,Full time,507251,,,,,Disponible,37138,Rivas-Vaciamadrid,Burgos,2026-11-12,2027-03-03,74,2664,166000,Qatar Airways,,{},"{""Pozuelo de Alarcón"",Valencia,Almería,""El Puerto de Santa María"",León}",Clase ejecutiva,{}
Juan Trujillo Tejada,9989107,6,Juantejada@viajes.cl,juan454,0BlI4ePr,\+56 2 8506 9438,Nocturno,Consalud,Full time,507252,,,,,Disponible,11669,Cerdañola del Vallés,Cáceres,2025-03-07,2025-03-29,80,541,58000,Vueling,,{},"{Irún,Gecho,""Cerdañola del Vallés"",Alcorcón}",Clase económica,{}
Reina Bonilla Negrón,1625918,7,rebone@viajes.cl,rebone,7IvLjWzG,\+56 2 1523 1980,Nocturno,Colmena,Full time,507253,,,,,Disponible,59056,Fuenlabrada,Alcorcón,2025-12-09,2026-03-15,100,2312,225000,Iberia,,{},"{Mataró,""San Fernando"",Jaén,Mijas}",Primera clase,{}
Homero Valverde Colunga,9359874,1,Homerocolunga@viajes.cl,homero3434,tS4XCft94An89,\+56 2 0242 8454,Diurno,Fonasa,Part time,507254,,,,,Disponible,3404,Zamora,Alcalá de Henares,2026-10-21,2027-03-12,30,3418,117000,Vueling,,{},"{Gecho,Alcorcón,""La Línea de la Concepción""}",Primera clase,{}
Jaime Colón Gálvez,18324515,5,Jaimegálvez@viajes.cl,Jaimegálvez,BN2BTKBK7nOkML,\+56 2 7463 3974,Diurno,Banmédica,Part time,507255,,,,,Disponible,43544,Las Palmas de Gran Canaria,La Coruña,2025-10-14,2026-01-11,40,2153,155000,KLM,,{},"{Tarrasa,Gijón,Arrecife,Albacete,""Alcalá de Henares""}",Clase económica,{}
Sofia Zepeda Rentería,20985588,7,sozere@viajes.cl,sozere,4u88yVDGX0,\+56 2 5444 8283,Diurno,Colmena,Full time,507257,,,,,Disponible,42035,Mijas,Castellón de la Plana,2026-02-28,2026-04-06,46,899,134000,Air France,,{},"{Gijón,Benalmádena,Cádiz,""Jerez de la Frontera"",Lorca}",Clase económica,{}
Miguel Ureña Morales,20832292,3,miurmo@viajes.cl,miguel7541,ICJ2OGb2tD3R,\+56 9 1076 3762,Nocturno,Consalud,Part time,507258,,,,,Disponible,82968,Ceuta,Torremolinos,2026-02-17,2026-07-05,90,3316,140000,Aeroméxico,,{},"{Granollers,""San Sebastían de los Reyes""}",Clase ejecutiva,{}
María Cristina Heredia Tapia,27107073,0,maría6285@viajes.cl,maría5277,6bteY5SQ9sGrBh7,\+56 2 7132 1615,Diurno,Fonasa,Full time,507259,,,,,Disponible,35098,Tarrasa,Madrid,2025-02-05,2025-04-18,52,1750,101000,American Airlines,,{},"{""Alcalá de Guadaira"",Pamplona,Murcia,""Alcalá de Henares""}",Clase económica,{}
Sancho Preciado Márquez,19203901,0,saprmá@viajes.cl,sancho750,ydIxicMod5VGP,\+56 9 4480 0121,Diurno,Colmena,Full time,507260,,,,,Disponible,39458,Almería,Elda,2025-09-19,2026-03-01,33,3920,167000,Delta Air Lines,,{},"{Burgos,""Collado Villalba""}",Primera clase,{}
Gustavo Fonseca Rico,25349603,7,gufori@viajes.cl,gustavo3649,8VKe7X5c,\+56 9 0436 7270,Nocturno,Colmena,Part time,507261,,,,,Disponible,14045,Paterna,Palma de Mallorca,2026-01-25,2026-07-18,91,4181,420000,Southwest Airlines,,{},"{Murcia,Valdemoro}",Primera clase,{}
Sancho Anguiano Quintero,5152879,4,Sanchoquintero@viajes.cl,saanqu,kU7JmSkk,\+56 2 8753 3825,Nocturno,Banmédica,Part time,507262,,,,,Disponible,87918,Granada,Coslada,2026-04-03,2026-08-10,16,3106,196000,Avianca,,{},"{Vigo,Alicante,""Las Palmas de Gran Canaria"",Benalmádena}",Primera clase,{}
Sta. Pedro Padrón Borrego,26711320,3,stpepabo@viajes.cl,Sta.borrego,Uc8Arv4Ly1AFS,\+56 9 9604 6420,Diurno,Más vida,Full time,507263,,,,,Disponible,19622,Ávila,Algeciras,2025-02-26,2025-05-18,64,1966,152000,WestJet,,{},"{Valdemoro,Reus,""San Fernando"",""Santa Lucía de Tirajana"",Zaragoza}",Clase ejecutiva,{}
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,507264,,,,,Disponible,87405,Jaén,Salamanca,2026-10-03,2026-10-30,16,668,11000,Japan Airlines,,{},"{Fuengirola,""El Prat de LLobregat"",Majadahonda}",Clase económica,{}
Micaela Ramón Laboy,8641271,3,mirala@viajes.cl,micaela2680,R0RPDuTIiigA6LxQ,\+56 2 0252 8688,Nocturno,Colmena,Full time,507265,,,,,Disponible,27655,Guadalajara,San Sebastían de los Reyes,2026-11-18,2027-01-08,20,1239,61000,Qantas,,{},"{Orihuela,Barcelona,Lorca,Zaragoza,""Cerdañola del Vallés""}",Clase económica,{}
Carla Paredes Farías,928154,1,carla9177@viajes.cl,capafa,MGz6B11wIs4TYq,\+56 2 9399 4607,Nocturno,Banmédica,Full time,507266,,,,,Disponible,63446,San Cristróbal de la Laguna,Guadalajara,2025-09-30,2025-12-25,66,2069,145000,Vueling,,{},"{Valladolid,Vigo,Badajoz}",Clase económica,{}
Olivia Viera Ontiveros,4118746,8,olvion@viajes.cl,Oliviaontiveros,rvt0FSb8A,\+56 2 4917 0238,Nocturno,Colmena,Part time,507267,,,,,Disponible,50568,Roquetas de Mar,Baracaldo,2025-08-02,2025-10-08,59,1609,56000,British Airways,,{},{},Clase económica,{}
Dolores Griego Solorio,8926239,9,Doloressolorio@viajes.cl,Doloressolorio,eCVF32kZ1Y6t,\+56 2 6799 3390,Diurno,Banmédica,Full time,507268,,,,,Disponible,77378,Sagunto,San Sebastían de los Reyes,2026-11-29,2027-03-08,62,2396,226000,Vueling,,{},{Zaragoza},Primera clase,{}
Ana Luisa Ozuna Posada,25307003,0,ana6414@viajes.cl,ana1945,KISVmIC41Hr0GZvO,\+56 9 0787 8493,Diurno,Colmena,Part time,507269,,,,,Disponible,84091,Arrecife,Vigo,2025-07-18,2025-08-17,57,743,150000,Lufthansa,,{},"{Benalmádena,Reus,Torremolinos,Santander,Ponferrada}",Clase económica,{}
Jorge Luis Ochoa Tamez,7921941,0,jorge5644@viajes.cl,joluocta,ttZyBQi1B8F,\+56 2 9368 2231,Diurno,Consalud,Full time,507270,,,,,Disponible,91472,Móstoles,León,2026-10-12,2027-03-12,53,3632,255000,Turkish Airlines,,{},{},Primera clase,{}
Marta Borrego Miranda,6297915,1,marta3183@viajes.cl,Martamiranda,nFdvTv05gjR9,\+56 9 1868 9781,Nocturno,Consalud,Full time,507271,,,,,Disponible,16466,Fuengirola,Rubí,2026-03-07,2026-08-06,44,3648,163000,Lufthansa,,{},"{Parla,""Pozuelo de Alarcón"",Alcorcón,Bilbao,Fuenlabrada}",Primera clase,{}
Gustavo Fonseca Rico,25349603,7,gufori@viajes.cl,gustavo3649,8VKe7X5c,\+56 9 0436 7270,Nocturno,Colmena,Part time,507272,,,,,Disponible,89291,El Puerto de Santa María,Ávila,2025-05-22,2025-07-31,19,1687,196000,Japan Airlines,,{},"{Salamanca,Elda}",Clase económica,{}
Julia Mata Almanza,6444495,6,julia933@viajes.cl,Juliaalmanza,D2TbxQzuRu3,\+56 2 8162 2601,Nocturno,Fonasa,Full time,507273,,,,,Disponible,65679,El Ejido,Torremolinos,2026-03-08,2026-08-19,69,3936,250000,Aeroméxico,,{},"{Coslada,Viladecans,Mijas,Irún}",Primera clase,{}
Francisco Navarrete Ordóñez,14538848,1,frnaor@viajes.cl,Franciscoordóñez,uceXhkNigAcM4,\+56 2 2408 7049,Nocturno,Más vida,Part time,507274,,,,,Disponible,72839,Collado Villalba,Segovia,2026-03-16,2026-07-03,65,2622,84000,KLM,,{},{Getafe},Primera clase,{}
Federico Muñiz Apodaca,968691,6,femuap@viajes.cl,Federicoapodaca,yYKI51D9DZ1ZDd,\+56 9 0629 3514,Nocturno,Consalud,Full time,507275,,,,,Disponible,43454,Sevilla,Palencia,2026-11-26,2027-01-09,21,1076,63000,Singapore Airlines,,{},{Sabadell},Clase económica,{}
José Luis Armendáriz Centeno,17897685,0,Josécenteno@viajes.cl,josé4655,rLko36OLxL,\+56 9 5088 5497,Nocturno,Colmena,Part time,507276,,,,,Disponible,9821,Segovia,Zaragoza,2026-08-11,2026-08-18,61,178,76000,Southwest Airlines,,{},{Sabadell},Clase ejecutiva,{}
Homero Gaona Cortez,27635055,2,Homerocortez@viajes.cl,Homerocortez,wFkKc3iCMzsr,\+56 9 1435 6017,Nocturno,Más vida,Part time,507277,,,,,Disponible,70813,Benalmádena,Segovia,2026-07-06,2026-07-17,38,275,62000,Japan Airlines,,{},{Huelva},Clase económica,{}
Gabriel Vélez Galván,26852108,9,Gabrielgalván@viajes.cl,gavéga,Fp2kDf2XJfd3RGw,\+56 2 3111 8211,Nocturno,Fonasa,Full time,507278,,,,,Disponible,88155,Badalona,Manresa,2026-01-26,2026-07-24,81,4305,215000,Delta Air Lines,,{},"{""Castellón de la Plana"",Paterna}",Primera clase,{}
Federico Escobar Barajas,5548614,0,feesba@viajes.cl,federico7437,06s5TiQJD9dlYAa,\+56 9 6797 3565,Diurno,Consalud,Part time,507279,,,,,Disponible,32412,Las Palmas de Gran Canaria,Bilbao,2025-11-06,2026-04-11,84,3753,469000,Etihad Airways,,{},{Alcorcón},Primera clase,{}
Sta. Raquel Sandoval Guillen,19190945,3,sta.9359@viajes.cl,sta.6752,kgEhG6N5,\+56 2 4804 4196,Diurno,Colmena,Full time,507280,,,,,Disponible,3896,Granada,Linares,2025-12-01,2026-05-03,48,3689,379000,Alaska Airlines,,{},"{Sabadell,Manresa}",Primera clase,{}
Lucas Monroy Aragón,25428276,6,lumoar@viajes.cl,Lucasaragón,Y9kTCkpRbKh,\+56 2 9061 9119,Nocturno,Colmena,Part time,507281,,,,,Disponible,50644,Palencia,Pontevedra,2025-05-12,2025-09-03,55,2745,273000,Spirit Airlines,,{},"{Gecho,Albacete,Pamplona}",Primera clase,{}
Sr. Yolanda Pedroza Ibarra,9469424,8,sr.4232@viajes.cl,sryopeib,0a3TdzeRIh,\+56 9 6947 3863,Nocturno,Banmédica,Full time,507282,,,,,Disponible,65508,Albacete,Inca,2025-12-26,2026-01-13,95,435,21000,Delta Air Lines,,{},"{León,Gijón}",Clase económica,{}
Silvia Aguirre Morales,29267125,3,siagmo@viajes.cl,siagmo,FLz4Wvt6,\+56 2 6933 1500,Diurno,Fonasa,Part time,507283,,,,,Disponible,13854,Gandía,Alicante,2025-08-06,2025-12-13,97,3109,222000,Frontier Airlines,,{},"{Inca,Torrevieja,""Hospitalet de LLobregat""}",Clase ejecutiva,{}
Federico Caraballo Alvarado,25395858,8,Federicoalvarado@viajes.cl,Federicoalvarado,5sQ2XeJoBRds,\+56 2 6918 5599,Nocturno,Fonasa,Full time,507284,,,,,Disponible,12286,La Línea de la Concepción,Ceuta,2025-05-26,2025-08-13,64,1904,73000,Wizz Air,,{},{Mataró},Clase ejecutiva,{}
Sra. Magdalena Téllez Laboy,2235193,1,Sra.laboy@viajes.cl,srmatéla,1jOsFDMS7s4,\+56 9 9593 0427,Nocturno,Colmena,Full time,507285,,,,,Disponible,94634,Elche,Zamora,2025-12-31,2026-01-11,27,283,124000,Emirates,,{},"{""San Fernando"",""Palma de Mallorca"",Palencia,Ceuta}",Clase económica,{}
Germán Perea Longoria,27910854,0,germán709@viajes.cl,Germánlongoria,v4dpPK1AO,\+56 2 7054 5886,Diurno,Colmena,Full time,507286,,,,,Disponible,70221,Granollers,Valladolid,2026-03-25,2026-06-03,93,1692,53000,Emirates,,{},"{Cádiz,Parla,""Molina de Segura"",Sabadell}",Clase ejecutiva,{}
Joaquín Perales Rojas,11181147,4,Joaquínrojas@viajes.cl,Joaquínrojas,wxIqJQaENnHyZ7AP,\+56 2 2955 3830,Diurno,Banmédica,Part time,507287,,,,,Disponible,64062,Cuenta,Orense,2025-11-01,2026-01-19,27,1907,125000,United Airlines,,{},"{Badalona,""Santa Coloma de Gramanet"",Arrecife}",Clase económica,{}
Yolanda Gurule Bétancourt,27041095,2,Yolandabétancourt@viajes.cl,yogubé,CIec5hdc9,\+56 9 7225 9077,Diurno,Colmena,Full time,507288,,,,,Disponible,28546,Mollet del Vallés,Alcalá de Guadaira,2026-05-16,2026-07-19,44,1546,183000,Qantas,,{},"{Rivas-Vaciamadrid,""Sanlúcar de Barrameda"",Gandía,Orihuela,Tarragona}",Clase económica,{}
María Camarillo Delgado,10150908,7,Maríadelgado@viajes.cl,maría5772,6VI3lMdci,\+56 9 2970 4203,Diurno,Colmena,Part time,507289,,,,,Disponible,39213,Toledo,Parla,2025-04-02,2025-04-14,15,297,179000,Etihad Airways,,{},"{Móstoles,Paterna}",Clase ejecutiva,{}
Guillermina Archuleta Griego,24287768,3,Guillerminagriego@viajes.cl,Guillerminagriego,2W8X8GWJBrJCsE,\+56 9 4538 7898,Diurno,Banmédica,Part time,507290,,,,,Disponible,16263,Mataró,Majadahonda,2025-06-30,2025-12-03,7,3748,417000,Copa Airlines,,{},"{""Santiago de Compostela"",Orihuela,Lugo,Gecho}",Primera clase,{}
Teresa Regalado Agosto,9107788,4,Teresaagosto@viajes.cl,tereag,CeN54D4tj,\+56 9 4654 5911,Nocturno,Más vida,Part time,507291,,,,,Disponible,17824,Chiclana de la Frontera,Móstoles,2026-03-25,2026-05-27,70,1516,123000,All Nippon Airways (ANA),,{},"{""La Coruña"",""Ciudad Real"",Torremolinos}",Clase económica,{}
Olivia Almanza Cerda,3437808,8,olalce@viajes.cl,Oliviacerda,E6tBDr8tTs2piMmW,\+56 2 9692 3736,Nocturno,Banmédica,Part time,507292,,,,,Disponible,53312,Pontevedra,Palma de Mallorca,2026-01-07,2026-05-21,94,3232,195000,Lufthansa,,{},{Zamora},Clase ejecutiva,{}
Martín Canales Cordero,26528614,3,martín8762@viajes.cl,Martíncordero,jkAQ4P4v3OOjmt,\+56 2 4592 1459,Nocturno,Colmena,Part time,507293,,,,,Disponible,63920,El Prat de LLobregat,Rivas-Vaciamadrid,2025-01-08,2025-04-24,43,2544,191000,Emirates,,{},"{Logroño,""Molina de Segura"",Gerona,""Mollet del Vallés""}",Clase ejecutiva,{}
Natalia Benítez Rojo,8313960,9,natalia362@viajes.cl,natalia449,X7DDmbAql32Q,\+56 2 0266 7433,Nocturno,Más vida,Part time,507294,,,,,Disponible,83580,Collado Villalba,Dos Hermanas,2026-09-24,2027-02-08,92,3294,368000,Alaska Airlines,,{},"{Ponferrada,Córdoba,Gijón}",Clase ejecutiva,{}
Rebeca Barrientos Zapata,10294136,5,Rebecazapata@viajes.cl,rebaza,yAMaCt8Mvwg2bVpI,\+56 2 0015 5210,Diurno,Fonasa,Full time,507295,,,,,Disponible,7063,Gerona,Segovia,2026-04-20,2026-08-09,62,2666,155000,WestJet,,{},"{""Las Palmas de Gran Canaria"",Palencia,Zamora}",Clase ejecutiva,{}
María del Carmen Alaniz Carrillo,5659554,6,Maríacarrillo@viajes.cl,madecaalca,xk7zwaig1RNSEEh,\+56 9 5124 7378,Diurno,Fonasa,Full time,507296,,,,,Disponible,90522,Sanlúcar de Barrameda,Alcalá de Henares,2026-03-23,2026-07-21,74,2900,128000,LATAM Airlines,,{},"{Lorca,""San Sebastián"",Salamanca}",Clase ejecutiva,{}
Gustavo Fonseca Rico,25349603,7,gufori@viajes.cl,gustavo3649,8VKe7X5c,\+56 9 0436 7270,Nocturno,Colmena,Part time,507297,,,,,Disponible,40600,Las Palmas de Gran Canaria,El Ejido,2026-01-02,2026-01-19,66,429,117000,Qatar Airways,,{},"{Gandía,Burgos,""Castellón de la Plana"",""San Cristróbal de la Laguna"",""Mollet del Vallés""}",Clase económica,{}
Elsa Saucedo Fuentes,19327441,2,elsafu@viajes.cl,elsa2757,MRut41lUTeUVWO,\+56 9 7034 5065,Diurno,Colmena,Full time,507298,,,,,Disponible,7747,Alcobendas,Pozuelo de Alarcón,2026-07-22,2026-12-20,74,3628,454000,Alaska Airlines,,{},"{""Ciudad Real""}",Primera clase,{}
Julio Ceballos Santacruz,25214187,1,jucesa@viajes.cl,jucesa,L1BHTxaSR,\+56 9 6310 8850,Nocturno,Banmédica,Part time,507299,,,,,Disponible,52654,Sabadell,Arrecife,2026-09-27,2027-03-16,4,4082,420000,Lufthansa,,{},"{Badalona,Palencia,Tarrasa}",Primera clase,{}
Juana Rodrígez Delafuente,1510423,6,Juanadelafuente@viajes.cl,juana1982,PMGcNaU5OVoK0y,\+56 9 6614 6530,Nocturno,Más vida,Full time,507300,,,,,Disponible,38593,Alicante,Coslada,2025-04-30,2025-07-17,85,1891,173000,Copa Airlines,,{},{},Clase ejecutiva,{}
Maricarmen Galarza Limón,8775602,5,Maricarmenlimón@viajes.cl,magali,6ChO9uQsT,\+56 9 7390 6178,Diurno,Colmena,Part time,507301,,,,,Disponible,40478,Inca,Orihuela,2026-01-27,2026-06-29,24,3687,410000,KLM,,{},{},Primera clase,{}
Sra. Pilar Linares Pérez,25378063,0,srpilipé@viajes.cl,srpilipé,H3nS3DzmR2DphWEJ,\+56 9 0658 9153,Nocturno,Consalud,Full time,507302,,,,,Disponible,8169,Torrelavega,Collado Villalba,2025-10-30,2026-02-07,72,2401,146000,Delta Air Lines,,{},"{""Talavera de la Reina""}",Primera clase,{}
Daniel Gollum Quintana,18423394,0,dagoqu@viajes.cl,daniel8056,L16jiCjc54C,\+56 2 3947 1229,Nocturno,Más vida,Part time,507303,,,,,Disponible,91411,Estepona,Calahorra,2026-01-08,2026-06-02,93,3495,159000,EasyJet,,{},"{León,""Torrejón de Ardoz"",Algeciras,""San Sebastían de los Reyes"",""Palma de Mallorca""}",Primera clase,{}
Sr. Daniela Guerra Ayala,16699609,0,srdaguay@viajes.cl,sr.6378,cjVM0UlqyoMleMO,\+56 9 1081 7653,Diurno,Colmena,Part time,507304,,,,,Disponible,19853,Lérida,Móstoles,2025-09-27,2026-01-18,73,2716,119000,Copa Airlines,,{},"{""Santa Cruz de Tenerife"",""El Puerto de Santa María""}",Primera clase,{}
Rebeca Báez Ordóñez,20154937,0,Rebecaordóñez@viajes.cl,rebáor,Z9d2S5prTSY,\+56 2 4138 0853,Diurno,Consalud,Part time,507305,,,,,Disponible,16568,Elda,La Coruña,2026-03-24,2026-06-03,26,1724,195000,All Nippon Airways (ANA),,{},"{Lugo,Lugo,Vigo}",Clase ejecutiva,{}
