nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Benjamín Velásquez Mena",6704651,6,,jnVZASOUCKt4rPE,"+56 2 1853 3069",7049,,,980000,3
"Carlos Ballesteros Díaz",28711202,5,,QM87AiVtDi1,"+56 2 5776 2650",,,,755000,9
"Sra. Martín Santacruz Preciado",4224138,1,,n644Xiwz6y4Z,"+56 9 1269 3038",,,,380000,10
"Marisol Bermúdez Saiz",17773912,6,,oC2VrHwzWEM,"+56 2 0905 8401",2933,,,571000,2
"Patricia Páez Matos",25364073,1,,nvObx3rwOD,"+56 2 9386 7269",9365,,,447000,6
"Mario Nájera Niño",28472399,7,,V7U0TaLlI7mt,"+56 2 4427 9931",6709,,,827000,2
"Felipe Zayas Estrada",15952079,8,,zBBpsexCxjjcBs1E,"+56 9 1100 6172",3384,,,915000,2
"Timoteo Olivo Montenegro",7866704,6,,ygXrrRrT27C0KJy,"+56 2 5486 5673",1782,,,521000,6
"Emilio Huerta Duarte",1885674,6,,Rq1y68OI4E9Kn,"+56 9 5691 8294",6972,,,621000,1
"Sr. Guadalupe Jurado Lozada",6585524,3,,fjKot2SOv,"+56 9 6600 4295",4839,,,167000,2
"María Eugenia Toro Zaragoza",13680415,7,,SHadrphVpG8N,"+56 2 7692 1224",6807,,,327000,8
"José Emilio Alvarado Alcaraz",28386172,8,,UPZ6jcf76J,"+56 9 5720 3952",9868,,,811000,5
"José Barrios Delafuente",13416017,7,,hHljJ3L5,"+56 9 3057 9943",6765,,,308000,2
"Mayte Bahena Mora",19001523,2,,g1BWH9js,"+56 9 5517 8670",8362,,,507000,3
"Arturo Ballesteros Frías",3786947,6,,9e10vfDQt0iA2JP,"+56 9 5726 8163",1924,,,450000,9
"Susana Trejo Delvalle",9168687,0,,BCb4HC4jm,"+56 9 3339 8114",8986,,,922000,4
"Mónica Paredes Alcaraz",10982007,4,,ede5CxdJs,"+56 9 5849 6371",7312,,,849000,3
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,568000,7
"Elena Apodaca Ozuna",2206530,6,,HbKmb19UhkwH,"+56 9 8119 1883",,,,827000,8
"Lourdes Rubio Rincón",27623421,3,,T2rDhni8Pdz0UW,"+56 2 0515 5542",7577,,,312000,10
"Andrés Madrid Escobedo",8528137,9,,suxB5f1cYVC,"+56 9 6888 9039",3516,,,777000,1
"María Cristina Matías Arias",17962576,5,,TBryHup1jHamki,"+56 2 3179 1444",4573,,,859000,5
"Mariana Perales Echevarría",25372053,8,,jp5JNdud,"+56 9 7448 4728",9372,,,931000,7
"Alberto Ochoa Alvarado",12545930,1,,8vOGL4X8wG3KVjHA,"+56 2 3379 1267",4464,,,954000,4
"Francisca Carrasco Ramón",5695114,6,,G65Yb6d1owbSS,"+56 9 2734 5729",1401,,,856000,6
"Francisco Salas Navarrete",17877300,5,,Bsa3pthoV,"+56 9 3807 4393",4004,,,216000,5
"Natalia Fierro Caballero",29844183,2,,acHX69v656Md,"+56 2 8129 1041",6119,,,163000,2
"Gonzalo Almonte Jimínez",19590431,1,,j36QbELf,"+56 9 4387 2112",7115,,,716000,1
"Dolores Salcido Venegas",28120058,3,,N06KrIrEv,"+56 2 5001 6136",4985,,,877000,2
"Margarita Brito Olivas",17326727,5,,hJDw0K53Z,"+56 2 0962 4174",924,,,423000,9
"Sta. Alfonso Robles Cervántez",23245622,8,,W8tcJcsi,"+56 2 1748 4168",9884,,,747000,3
"Tomás Almanza Reyna",7771400,4,,ovHXUbPs6,"+56 9 5141 8723",,,,31000,3
"Javier Carrero Parra",15750793,6,,R3ypMlKjs2q,"+56 2 9274 6304",4718,,,837000,1
"Tomás Ceballos Chavarría",2648053,8,,z6wjaxNUq7421,"+56 9 8255 1554",6274,,,749000,6
"Víctor Galindo Muñiz",11806200,5,,agkQk0xK,"+56 2 6394 6474",2997,,,154000,10
"Julio César Salgado Águilar",9079069,5,,6sjHb2ERj,"+56 2 3287 3452",335,,,197000,5
"Felipe Zayas Estrada",15952079,8,,zBBpsexCxjjcBs1E,"+56 9 1100 6172",3384,,,468000,4
"Sta. Bernardo Aragón Olivo",10926385,4,,w0clpcMK,"+56 9 1869 0601",,,,759000,6
"Sr. Carlota Delacrúz Rentería",1083750,0,,dtIHh3IW98nNBeS,"+56 9 3896 4766",1093,,,188000,2
"Federico Romo Huerta",23917163,8,,GN94EhxKUL,"+56 2 2827 6138",7188,,,431000,5
"Marco Antonio Serrato Granados",20801281,4,,V8AQ1zLKBNd9,"+56 2 5972 1983",2449,,,443000,7
"Patricio Figueroa Orosco",26488851,7,,Ci3Q6vuQz,"+56 2 3669 9446",4519,,,153000,7
"Sta. Marcela Gil Aguirre",7483722,5,,qhbK316rVRs2D61D,"+56 9 8041 9665",5433,,,653000,9
"Beatriz Otero Roque",22822257,9,,OXKj17iLB,"+56 9 8509 0595",6610,,,923000,9
"Sra. Manuela Romo Rentería",15138209,9,,e40lPZACq,"+56 2 8946 7913",7920,,,602000,7
"Natalia Fierro Caballero",29844183,2,,acHX69v656Md,"+56 2 8129 1041",6119,,,280000,5
"Samuel Campos Córdova",7158117,9,,80wBagl6X598CJp,"+56 2 9277 5632",,,,340000,2
"Raquel Palacios Trujillo",7765742,3,,gRaMKgFZg3LM,"+56 2 1830 0034",5911,,,891000,6
"Marilu Escobedo Mascareñas",25508768,5,,zbAGRSFL0wqZ,"+56 9 9930 4436",642,,,242000,2
"Patricio Coronado Pagan",8256905,4,,HGLVGHyX4pz2,"+56 2 7420 8654",,,,874000,2
"Alberto Collazo Leal",26477194,5,,M32XkwI63HbA,"+56 2 1891 8942",,,,367000,2
"Sr. Marta Haro Toledo",8696647,9,,bI22HBjn,"+56 9 4740 7751",3513,,,575000,10
"Felipe Haro Grijalva",18088862,9,,4BlNAu9JydS0EQr,"+56 2 4430 4746",,,,495000,9
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"+56 9 3657 8269",,,,731000,7
"Sr. Eduardo Prieto Gaona",15710540,4,,ZGpj0uIydIRsyKMY,"+56 9 4287 2435",7088,,,32000,8
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"+56 9 4248 5016",4852,,,240000,8
"Isabel Reyna Feliciano",29469530,0,,HJdvJBvk726RM0,"+56 9 2748 0902",,,,701000,10
"Rosario Vázquez Agosto",15355289,2,,Dx4yj3bpRYL,"+56 2 8935 9284",6260,,,766000,9
"Jorge Narváez Prado",22438856,6,,8ARIEjUO9D6B0,"+56 9 5224 2310",5438,,,664000,4
"Emilio Santacruz Cedillo",14033526,2,,gtm4vV3gS,"+56 2 4135 5002",6248,,,169000,3
"Marta Tijerina Rangel",9805606,7,,XbBIhQ8z3JYAO,"+56 2 7960 9615",3984,,,959000,9
"Sra. Estela Tapia Meléndez",20784565,0,,ifxsbqQIoJuO0xCh,"+56 2 5558 2920",5314,,,370000,7
"Raquel Saavedra Tejeda",4894134,0,,dasreKU946B2v4R4,"+56 9 7225 1291",8883,,,512000,4
"Sta. Carolina Campos Cintrón",23394131,3,,qBBTT9cDYU2b,"+56 2 3259 8347",2148,,,633000,5
"Teresa Quintanilla Bustos",8181946,8,,PPSTtO7jA,"+56 2 9268 9927",1800,,,228000,8
"Isabel Reyna Feliciano",29469530,0,,HJdvJBvk726RM0,"+56 9 2748 0902",,,,804000,1
"Sta. Bernardo Aragón Olivo",10926385,4,,w0clpcMK,"+56 9 1869 0601",,,,724000,1
"Manuel Leiva Casanova",6849445,7,,5OttEb6X1j3nq61,"+56 9 9986 5237",1296,,,953000,10
"Sra. Miguel Ángel Vega Aragón",9420086,7,,Ux4h2l3JcS049QA,"+56 9 1919 0467",4891,,,385000,3
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,409000,1
"Patricio Bustos Benítez",2516890,4,,1l7BG9iuWB0in,"+56 9 7015 2575",8337,,,503000,1
"Manuel Leiva Casanova",6849445,7,,5OttEb6X1j3nq61,"+56 9 9986 5237",1296,,,107000,9
"María Eugenia Aranda Dávila",1421904,3,,ubasOKMabhYf9cd9,"+56 9 9056 3380",4989,,,207000,10
"Gonzalo Sánchez Blanco",27429433,5,,5OKg8XkI9Lc71p,"+56 2 3353 8965",9344,,,169000,4
"Jaime Segovia Saavedra",27222718,8,,JIgWdKwWv1wr,"+56 9 6578 9589",6159,,,831000,7
"Luisa Otero Madera",13882290,4,,T8GdK88xBle361h,"+56 2 8866 2116",1771,,,235000,10
"Sra. Susana Barrios Ávalos",13157110,0,,P3A0gW4k7,"+56 9 2884 9737",6013,,,319000,1
"Raquel Palacios Trujillo",7765742,3,,gRaMKgFZg3LM,"+56 2 1830 0034",5911,,,745000,8
"Lilia Corral Castro",9152832,9,,wtK6mElFYU,"+56 2 8199 5111",6413,,,327000,5
"Lilia Córdova Villa",29625752,7,,7dvg2VWI1QFo6aJ0,"+56 2 7438 0739",5368,,,126000,8
"Federico Roybal Olivas",7259220,7,,CxFX9BDGEAzflyG,"+56 2 3030 1049",,,,149000,1
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"+56 9 3936 9280",9416,,,479000,6
"Mario Corona Navarrete",9941241,4,,aPC4yY7m,"+56 9 9894 0858",2260,,,212000,9
"Manuel Villareal Alva",20773831,9,,BdfR3umUz2,"+56 2 7825 6247",,,,693000,6
"Raúl Zelaya Perea",21814820,4,,FHmbtj0a,"+56 2 0882 7810",7678,,,25000,1
"María del Carmen Miranda Rodríguez",29048218,0,,33qs7xCN,"+56 9 8265 3966",7451,,,166000,9
"Salvador Patiño Guerrero",4210943,3,,1C7qxBFSzf,"+56 9 9105 9147",1538,,,732000,10
"Ramón Muro Delapaz",20113323,5,,XRrInORTpsH4mz3,"+56 9 0564 2364",4985,,,308000,1
"María Luisa Grijalva Armendáriz",12610059,7,,QuDV43ux,"+56 2 4717 0778",7688,,,956000,2
"Sta. Alfonso Robles Cervántez",23245622,8,,W8tcJcsi,"+56 2 1748 4168",9884,,,114000,9
"Arturo Ballesteros Frías",3786947,6,,9e10vfDQt0iA2JP,"+56 9 5726 8163",1924,,,366000,8
"Florencia Corona Rivas",9100417,4,,I1ew8rfRfZ6,"+56 2 3876 3463",,,,876000,2
"Leticia Arellano Alba",25285552,2,,HWiWylIZlqG46,"+56 9 8529 0412",7688,,,235000,2
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"+56 9 3657 8269",,,,538000,10
"Sra. Sonia Muñiz González",21895626,5,,xt6LICtxGaRwXZI,"+56 2 6502 9506",757,,,990000,8
"María Luisa Rolón Cavazos",14831705,1,,PGbvvY1l0h,"+56 9 3785 8635",5396,,,449000,8
"Berta Feliciano Leal",364797,1,,fNAZP3H0wv,"+56 9 1858 0889",5101,,,424000,6
"Teodoro Gamez Tamayo",8421141,7,,PS6ngIT6sh2o,"+56 9 0303 8342",7967,,,20000,10
"Ana Luisa Ozuna Mascareñas",9777463,7,,55vS5vOtI8YNH,"+56 9 4568 6768",6491,,,169000,8
"Gloria Rubio Jaimes",8086790,9,,KHz2NZbZ,"+56 9 3926 6087",7793,,,700000,5
"Dorotea Quiñones Palacios",15779770,4,,zM16b1Ud5kbgGD,"+56 2 3709 4718",9701,,,860000,7
"Julio César Villaseñor Amador",15092394,9,,TCy3yNqO0NxAyL,"+56 9 2026 5348",2145,,,767000,4
"Natalia Mendoza Guajardo",16991954,2,,Fog3r2pWuq,"+56 2 1965 2310",,,,732000,7
"Daniel Verdugo Montaño",26116853,9,,EL9sU0s2hPkX,"+56 2 9038 3956",,,,158000,3
"Sra. Miguel Ángel Noriega Saucedo",1974917,8,,Xa81W3fpR,"+56 2 7779 4717",3165,,,246000,9
"Roberto Cordero Avilés",11392764,8,,u2FYv552,"+56 9 4988 5267",5960,,,125000,10
"Sra. Andrés Muro Quintana",18995041,1,,i2OmwHQAH,"+56 9 6244 7772",,,,193000,1
"José Guajardo Mascareñas",21251621,4,,Cu2o7V0if3Ww,"+56 9 3379 8807",9501,,,412000,9
"Francisca Delao Cotto",11213839,6,,X8jxf8yuvBlswL5,"+56 9 1078 5689",9293,,,9000,9
"Jorge Luis Arellano Espino",26705722,3,,xL8vdx4rjnV4luhi,"+56 2 0534 6403",,,,474000,1
"Natalia Zaragoza Tapia",9502371,8,,6QBCzGgQj2TuasC,"+56 9 1982 2854",9542,,,363000,8
"Adán Rivero Valadez",11232685,3,,h4bk2qRDsNzn,"+56 2 5745 4074",687,,,29000,4
"Julio Montes Fierro",4865475,2,,JgVip2G5rKAU,"+56 2 7975 1873",9628,,,136000,1
"Hugo Naranjo Patiño",8871215,2,,1TuqeaO7U,"+56 9 7802 8386",374,,,753000,4
"Rodrigo Zavala Martínez",1181499,6,,02TjgJPm6,"+56 2 5850 2474",905,,,152000,4
"Lucas Cerda Ledesma",9028312,2,,Hyyos6lrJ,"+56 2 4473 7895",1862,,,333000,5
"Tomás Ozuna Ojeda",18009208,9,,U0xdhlIQp52,"+56 2 1984 9615",9467,,,193000,3
"Carolina Vélez Narváez",20232382,0,,q5g3bO4c4HH,"+56 2 6234 7890",,,,911000,8
"Patricio Robledo López",10361298,5,,I9X63JbqWDbe,"+56 9 5392 6298",,,,138000,1
"Isabel Reyna Feliciano",29469530,0,,HJdvJBvk726RM0,"+56 9 2748 0902",,,,290000,3
"Raquel Saavedra Tejeda",4894134,0,,dasreKU946B2v4R4,"+56 9 7225 1291",8883,,,218000,4
"Lilia Córdova Villa",29625752,7,,7dvg2VWI1QFo6aJ0,"+56 2 7438 0739",5368,,,218000,9
"Sr. Agustín Alva Quintanilla",8292772,5,,xK7RRHne7Y8K,"+56 9 8668 5140",719,,,195000,5
"Sr. Alberto Saiz Carbajal",10711076,6,,NvsDtP1fBcxun,"+56 9 0008 6632",7354,,,871000,6
"Olivia Santana Cardenas",1080191,9,,Bo9CLzfu,"+56 9 0947 8201",4186,,,469000,6
"Benjamín Bernal Badillo",11162070,0,,8u0UYr4lFf0KnS,"+56 9 0278 1523",278,,,297000,5
"Rocio Cardona Chávez",25436879,4,,6okccUaA7I3J7iS,"+56 9 1144 4215",5051,,,530000,7
"José Emilio Cotto Griego",29501168,3,,Stnc72ZhzxkDBX,"+56 2 4565 9402",1158,,,665000,7
"Olivia Verdugo Olivas",8251655,8,,dHN6ePkqOU4KUKFn,"+56 2 8618 6969",,,,781000,8
"Sr. José Heredia Fuentes",23068282,1,,zi3b6ksNDrY,"+56 2 8333 4558",4357,,,970000,9
"Sra. Clara Castellanos Solano",20701366,8,,zowpo6axB,"+56 9 1761 8436",9230,,,234000,8
"Emilio Santacruz Cedillo",14033526,2,,gtm4vV3gS,"+56 2 4135 5002",6248,,,871000,2
"Claudia Mondragón Casares",21416486,6,,jimLPWj50YuIsxWU,"+56 9 2792 7065",3309,,,875000,1
"Alberto Polanco Laboy",16891546,6,,4OMgOc5i0aaR4,"+56 9 9451 2808",1082,,,159000,5
"Marilu Lara Madera",16732607,9,,p3zyfZhG,"+56 9 9557 1130",5875,,,59000,8
"Felipe Pelayo Moreno",24166310,2,,XoqBjv1Cn52,"+56 2 5847 0721",993,,,717000,1
"Cristobal Arguello Corona",16473400,8,,uKPSnSOh88eRj,"+56 2 4065 0650",499,,,416000,8
"Sta. Vicente Hernández Terán",2692723,8,,B0o2p7C7l8Zl,"+56 2 1005 6652",,,,303000,8
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,934000,9
"Julio Abrego Arroyo",10066567,8,,Orf2EqpR,"+56 9 0601 3577",9150,,,690000,10
"Claudio Duran Echevarría",17380580,2,,7bS7zmBHz,"+56 9 5029 8243",6403,,,563000,9
"María del Carmen Miranda Rodríguez",29048218,0,,33qs7xCN,"+56 9 8265 3966",7451,,,596000,7
"Jacobo Vanegas Trejo",16070582,7,,xpWLrH9aGjhuE,"+56 9 9953 9634",476,,,135000,7
"Carlos Jasso Guerra",23026293,6,,RU0nzzQvOa,"+56 9 1233 5824",6142,,,33000,10
"Sr. Raúl Mena Gurule",7699764,4,,9gARcdWdA3Z,"+56 9 8410 6300",,,,538000,9
"Pablo Vera Casanova",18210473,0,,I1PM8WdnqyU6,"+56 9 7435 9769",1935,,,791000,8
"Nicolás Peña Rosado",11682920,6,,QyJQ76U2MLl,"+56 9 5404 4153",9091,,,377000,4
"Sra. Octavio Alaniz Velasco",987524,1,,MR2fuzM2,"+56 2 8889 5655",421,,,126000,2
"José Madrigal Domínquez",27222892,7,,2neNTgdtp,"+56 9 4029 3787",,,,53000,2
"Víctor Patiño Fernández",27374111,9,,J47IfupNxSu,"+56 2 1675 2070",,,,257000,10
"Ana Madrigal Rubio",10437907,5,,kUJU2ZSig30T1Xk,"+56 9 9998 6985",,,,868000,4
"Enrique Marín Lugo",26553701,3,,sgEL6dZ7TUjh81B,"+56 9 3053 1578",9671,,,900000,5
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"+56 9 2030 1633",5927,,,34000,1
"Blanca Barraza Saucedo",19742586,4,,shWd1r7a1G,"+56 2 0733 2725",9194,,,410000,7
"Victoria Saavedra Abrego",23301565,6,,TPbPQVxu9cm,"+56 9 7792 3530",6564,,,22000,5
"Roberto Cabán Díaz",19176048,8,,y3DDohWHTR1y7,"+56 2 3111 7592",2246,,,133000,9
"Julio Cortés Rolón",26571070,2,,rf6HnKKEO5YE,"+56 2 6501 8835",,,,777000,8
"Jesús Feliciano Castellanos",27033003,4,,Okbr6a93r1uUcOSp,"+56 2 4511 2785",,,,804000,6
"Ana Madrigal Rubio",10437907,5,,kUJU2ZSig30T1Xk,"+56 9 9998 6985",,,,661000,2
"María Elena Hinojosa Rosado",9077720,3,,0mpLt1pp8,"+56 9 3693 9000",3591,,,994000,1
"Sr. Norma Cervántez Henríquez",24179482,2,,r81SqZFcV2q0m7l0,"+56 9 2084 3369",,,,578000,7
"Julio César Salgado Águilar",9079069,5,,6sjHb2ERj,"+56 2 3287 3452",335,,,867000,7
"Sra. Lola Valverde Pérez",26828146,0,,UdaGRJ5CQe4Gvz,"+56 2 7847 2966",942,,,92000,9
"Rocio Cardona Chávez",25436879,4,,6okccUaA7I3J7iS,"+56 9 1144 4215",5051,,,556000,4
"Víctor Colunga Patiño",9811476,3,,0bF4U6RkGg1,"+56 9 9355 1866",9099,,,572000,10
"Pablo Linares Angulo",6056684,6,,mW2BVylau,"+56 9 1519 1151",2621,,,152000,6
"María Eugenia Toro Zaragoza",13680415,7,,SHadrphVpG8N,"+56 2 7692 1224",6807,,,289000,8
"Santiago Fonseca Guevara",6635245,2,,VBBAExjd2T46,"+56 2 6987 9772",8020,,,465000,3
"José Emilio Parra Mena",8788178,0,,VhAPwWUug5lz0Nz,"+56 9 6314 2512",1165,,,501000,3
"Horacio Lemus Bermúdez",1030687,1,,3qHMimr2gFq20EbL,"+56 2 4617 8785",,,,377000,8
"Teresa Oquendo Toro",1795715,0,,VX8uRfGSBch,"+56 9 4173 2706",4646,,,958000,8
"Gabriel Valdivia Velázquez",4310546,0,,TPMD6V9uo3gC,"+56 9 3324 2489",7863,,,410000,2
"Gabriela Villa Quiroz",27430439,8,,SR0sJYoTpuO,"+56 2 0747 9940",4938,,,584000,7
"Horacio Lemus Bermúdez",1030687,1,,3qHMimr2gFq20EbL,"+56 2 4617 8785",,,,239000,6
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"+56 9 3936 9280",9416,,,921000,7
"Sta. Marcela Gil Aguirre",7483722,5,,qhbK316rVRs2D61D,"+56 9 8041 9665",5433,,,621000,5
"María Soledad Alvarez Galván",17686737,4,,c3sDpWrR,"+56 9 3740 2271",1905,,,892000,6
"Elvira Puga Solorio",12573860,4,,sjqCZNRNzYA9,"+56 2 1687 4745",,,,842000,8
"Alberto Polanco Laboy",16891546,6,,4OMgOc5i0aaR4,"+56 9 9451 2808",1082,,,385000,3
"Reina Zelaya Arenas",8482562,2,,a45hSYH8lexXjY2,"+56 2 8740 8117",8217,,,81000,9
"Ramona Lozano Águilar",24196745,6,,KEN3yNUmnxyUY,"+56 2 2688 1176",2334,,,411000,8
"Sta. Caridad Malave Casanova",17966350,9,,eq9safehb4llVa6A,"+56 9 6562 4082",5780,,,380000,10
"Daniel Jaime Cardona",20788026,1,,xvjPA1G7cpLdjV,"+56 9 8734 5215",6194,,,879000,5
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"+56 9 4248 5016",4852,,,115000,2
"Raúl Maldonado Reynoso",17233199,9,,woBWRS9mNs1GOVjU,"+56 2 1570 7442",8223,,,773000,5
"Clara Montes Rodríquez",25578143,1,,qTaThR0ryFXOG,"+56 9 5410 5096",3852,,,828000,9
"Juan Gálvez Cerda",7210058,7,,7eQO3NSoVokPJ,"+56 2 8512 8514",1332,,,647000,2
"Alberto Collazo Leal",26477194,5,,M32XkwI63HbA,"+56 2 1891 8942",,,,210000,9
"Sra. Ramona Suárez Bravo",18815532,5,,8xw48bCNY566u,"+56 2 7589 4254",2665,,,570000,8
"Dorotea Urías Díaz",12325954,4,,bTY9DUWZc4M,"+56 9 6890 8170",4664,,,890000,1
"Ramiro Mendoza Nieves",1521299,7,,oasZj8gU9C,"+56 2 1995 5068",,,,720000,3
"Guillermina Cantú Henríquez",4553119,3,,j6YrbL2O7,"+56 2 9954 2874",5644,,,617000,10
"Gilberto Miramontes Muñiz",12768133,2,,1CHUzkFfHPGg,"+56 2 6555 5654",8450,,,752000,4
"Sta. Micaela Vázquez Gil",3790541,3,,gO093LEdf3X5w,"+56 9 5422 6548",,,,271000,9
"Sr. Lilia Garibay Farías",19836384,9,,9Fm54ZnBIZ,"+56 9 8158 9509",4766,,,797000,6
"Gonzalo Otero Meraz",4839613,7,,9nJLfPXnBv,"+56 9 4085 0365",7022,,,79000,4
"Concepción Moya Sanabria",7563420,4,,ESuM9lFwD,"+56 2 8554 3232",3210,,,296000,6
"Guillermina Becerra Valadez",11553964,0,,Uymoy0Q1NcB4CxnF,"+56 9 9557 2805",245,,,355000,10
"Barbara de Anda Merino",24785401,2,,Z12Mity44uJC,"+56 9 7976 5562",1375,,,205000,7
"Manuela Carrion Duarte",8829301,7,,mL9wo16TLdLZWj,"+56 9 7378 7510",6438,,,923000,5
"Diego Fernández Irizarry",22702519,6,,i6UbYNwyIdj,"+56 9 9371 6841",1909,,,365000,4
"Samuel Salcido Archuleta",9180183,4,,pyXw5CRBcC,"+56 2 7105 8685",7954,,,580000,9
"Jesús Feliciano Castellanos",27033003,4,,Okbr6a93r1uUcOSp,"+56 2 4511 2785",,,,749000,7
"Ana María Quintero Rangel",23689386,0,,hvGJLYiFUWPz014,"+56 9 0159 3785",7892,,,244000,5
"Miguel Ángel Lucero Cortés",21116168,4,,OjmZxlHDHiQgRax7,"+56 2 6630 9191",9065,,,782000,10
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,414000,10
"Sra. Rebeca Matos Quintero",16396458,8,,XvbO3EOcS8bFWi3s,"+56 2 9655 1735",2260,,,310000,2
"Elsa Alvarez Camacho",21175719,3,,GYuto7AHoM0OD,"+56 2 0357 9468",1780,,,427000,4
"Ana Menchaca Botello",1059915,5,,oKBz0ItDwS,"+56 2 5338 4297",5348,,,542000,7
"Graciela Bahena Otero",18989039,2,,ryqqNfcH7SMdA,"+56 2 2036 7970",1133,,,443000,4
"Blanca Barraza Saucedo",19742586,4,,shWd1r7a1G,"+56 2 0733 2725",9194,,,774000,5
"Magdalena Mota Salinas",21214807,6,,bktTQYjNQ59d5tl,"+56 9 9055 9119",9523,,,259000,7
"Juana Gallardo Negrón",18870545,6,,8B649s3pQur,"+56 2 6137 4989",,,,878000,1
"Javier Valenzuela Contreras",5931701,6,,caPVT6Ok3lpv2gr,"+56 2 9971 4314",1115,,,480000,9
"Olivia Santana Cardenas",1080191,9,,Bo9CLzfu,"+56 9 0947 8201",4186,,,497000,9
"Leonor Limón Dueñas",18022052,5,,Hv1jEHnjci6pwE,"+56 2 6595 9222",312,,,995000,2
"Agustín Ibarra Garrido",2177970,0,,VHbyJwB5,"+56 9 7117 5033",2459,,,875000,5
"Sr. Agustín Menchaca Cervántez",4486143,4,,B9KM15YUScH1Dp,"+56 9 3002 8451",,,,828000,3
"Sr. Cristobal Tirado Zamudio",7895922,0,,vDIEc0uLy1k1XO4,"+56 2 0603 8168",3406,,,52000,5
"Sr. Roberto Iglesias Blanco",13181083,6,,4zqBKvbc0,"+56 2 1449 8374",,,,299000,5
"Eva Rosales Munguía",26314413,7,,ZuqeCh9HJeSqvh,"+56 2 8843 2577",5817,,,266000,9
"Beatriz Otero Roque",22822257,9,,OXKj17iLB,"+56 9 8509 0595",6610,,,960000,7
"Yolanda Alaniz Menéndez",15716032,5,,Ir3X8t4dGuK4k,"+56 2 1832 5057",4017,,,804000,4
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"+56 2 1724 7558",9138,,,629000,1
"Eva Rosado Santiago",16104324,1,,rmtXMVGd4Nc6,"+56 2 4008 0534",,,,847000,10
"María del Carmen Arreola Suárez",26287096,6,,NRhfLadG5tlVb,"+56 2 6992 8685",8737,,,678000,4
"Jaime Ramírez Cardenas",24216329,4,,LWXlUyGgF218MT,"+56 9 0160 8796",2797,,,959000,9
"María Soledad Espinoza Perales",12178841,7,,FjggV3H31R,"+56 9 6736 7162",2593,,,57000,6
"Inés Trujillo Tamez",27880071,0,,Tsa5uDPJ1,"+56 9 3979 1567",3653,,,379000,4
"Ramón Muro Delapaz",20113323,5,,XRrInORTpsH4mz3,"+56 9 0564 2364",4985,,,734000,3
"Sra. Maricarmen Colón Gonzales",1106202,5,,xaNoWXBk14u,"+56 2 6570 7066",4120,,,555000,1
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"+56 9 3657 8269",,,,358000,7
"Raquel Saavedra Tejeda",4894134,0,,dasreKU946B2v4R4,"+56 9 7225 1291",8883,,,467000,7
"Raquel Palacios Trujillo",7765742,3,,gRaMKgFZg3LM,"+56 2 1830 0034",5911,,,22000,10
"Alberto Ochoa Alvarado",12545930,1,,8vOGL4X8wG3KVjHA,"+56 2 3379 1267",4464,,,327000,6
"Elena Apodaca Ozuna",2206530,6,,HbKmb19UhkwH,"+56 9 8119 1883",,,,598000,3
"Sr. Eloisa Laureano Valle",9764827,4,,6LFu6UTbDQ,"+56 2 6583 7783",,,,578000,8
"Sta. Reina Miranda Sáenz",907935,5,,Y3x0L72FSmqdUmv8,"+56 9 6877 7993",893,,,821000,1
"Roberto Quintero Guevara",17351136,2,,N653qgL5s,"+56 9 1837 6475",1622,,,840000,8
"Eduardo Camarillo Arguello",11298042,1,,Ew06ei1B8,"+56 9 3025 2472",3083,,,572000,5
"Alfonso Navarro Piña",19449722,8,,Mb6t7hkInDGUAy,"+56 2 5998 0253",,,,183000,8
"José María Colón Tamayo",13543225,5,,iXn3L7sJD,"+56 9 4085 5799",3983,,,535000,5
"Sr. Daniel Barrios Escamilla",26621839,0,,VQkCE0dyO5,"+56 9 5025 4057",5060,,,130000,10
"Roberto Nieves Lovato",15790093,3,,f5nEr6DQPp,"+56 2 9039 5428",4873,,,869000,9
"Manuela Carrion Duarte",8829301,7,,mL9wo16TLdLZWj,"+56 9 7378 7510",6438,,,488000,5
"Leonor Santiago Arias",7959209,1,,H8P4rKAR,"+56 9 6257 1468",,,,150000,6
"Daniela Franco Bahena",16616508,6,,1soECxZVB6li,"+56 9 1156 3280",,,,894000,1
"Sra. Hernán Manzanares Molina",12979947,5,,EkAv4ghL,"+56 2 3838 4245",8216,,,502000,10
"Jacobo Avilés Salinas",12994323,3,,oamg3GVy43u,"+56 2 7354 6901",1518,,,600000,6
