nombre,run,dv,correo,telefono_contacto,jornada,isapre,contrato,fecha,monto,cantidad_personas,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Sr. Rocio Pérez Elizondo",99.999.999-K,6,correo_sin_arroba.com,"\+56 9 9965 7938","56 8 1146 7214",,,2025-09-07,627000,3,92014,"Santa Lucía de Tirajana",Torrelavega,27,1499,198000,"British Airways",,{},{},"Clase ejecutiva",{}
"Elvira Puga Solorio",12573860,4,correo_sin_arroba.com,"\+56 2 1687 4745","56 6 8406 9458",Consalud,"Full time",2026-11-09,29/11/2030,3,9536,Zamora,Alcoy,41,555,133000,"Flecha Bus",Semi-cama,"{Wifi,Baño,Calefacción}",{},,{}
"Laura Romo Garza",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 2858 8155",,,,2026-01-13,7/7/2021,-2,94473,Irún,Guadalajara,50!!!,173,25000,Andesmar,Normal,"{Baño,Agua,Comida}",{},,{}
"Clara Armijo Flórez",99.999.999-K,6,christiane@viajes.cl,"\+56 2 8679 2361",Diurno,Banmédica,"Part time",2025-08-01,3/5/2024,6,32114,Baracaldo,"Torrejón de Ardoz",11!!!,984,107000,Vueling,,{},"{Fuengirola,""Santa Coloma de Gramanet""}","Clase económica",{}
"Marta Zapata Paz",17981461,4,correo_sin_arroba.com,"\+56 9 2906 5767","56 7 4654 7697",,,2025-08-01,618000,-6,53860,"Cerdañola del Vallés",Huelva,22!!!,2376,88000,"British Airways",,{},"{Gerona,Baracaldo,Leganés,Majadahonda,Fuenlabrada}","Primera clase",{}
"Víctor Vela Zambrano",99.999.999-K,8,chang@turket.com,"\+56 9 9026 5088","56 7 9043 9628",,,2026-06-07,20000,8,8673,Manresa,Almería,58!!!,1954,113000,"ÖBB (Austria)",,"{Calefacción,""Aire acondicionado"",Wifi,Baño}",{},,"{Lorca,""La Línea de la Concepción""}"
"Andrés Madrid Escobedo",8528137,9,porsche.hartmann@turket.com,"\+56 9 6888 9039",,,,2025-09-26,26/9/2029,6,89085,Badalona,Viladecans,32,181,32000,Damas,Normal,"{Calefacción,Comida,Baño}",{},,{}
"María Soledad Alvarez Galván",17686737,4,correo_sin_arroba.com,"\+56 9 3740 2271","56 4 2503 7482",,,2025-03-02,27/4/2024,-2,27300,"San Sebastían de los Reyes",reus#,61,1925,196000,"Brightline (EE.UU.)",,"{Comida,Baño,Wifi,""Aire acondicionado""}",{},,"{Toledo,Pontevedra}"
"Victoria Rocha Jaramillo",21716360,1,felicitas@viajes.cl,"\+56 2 4668 7488","56 8 3899 1209",Banmédica,"Full time",2025-06-22,829000,-10,36192,Arrecife,"santa cruz de tenerife#",39!!!,683,167000,Greyhound,Cama,"{TV,Comida,Calefacción}",{},,{}
"Francisca Delao Cotto",99.999.999-K,6,kip@outlook.com,"\+56 9 1078 5689",,,,2025-12-24,426000,-4,38410,"Sanlúcar de Barrameda","la línea de la concepción#",64,3562,219000,Ryanair,,{},{Coslada},"Clase ejecutiva",{}
"Blanca Brito Véliz",14607650,2,correo_sin_arroba.com,"\+56 9 8808 1319","56 1 3812 8577",,,2026-03-05,380000,10,78117,Motril,córdoba#,43,653,150000,"Via Bariloche",Cama,"{Calefacción,""Aire acondicionado"",Wifi}",{},,{}
"Sr. Conchita Serrano Cadena",99.999.999-K,9,correo_sin_arroba.com,"\+56 9 6481 4509",,,,2026-02-03,26/5/2021,-1,28340,Burgos,"Pozuelo de Alarcón",79,1450,118000,"Rocky Mountaineer",,"{Baño,Agua,TV,Comida}",{},,{}
"Gilberto Apodaca Ramírez",27555606,8,correo_sin_arroba.com,"\+56 2 2553 7341",Diurno,Colmena,"Full time",2025-01-06,312000,-10,50516,Vitoria,motril#,31,592,130000,Socibus,Semi-cama,"{TV,Wifi,Comida}",{},,{}
"Sr. Ramón Ojeda Mata",3203268,6,erick@viajes.cl,"\+56 2 2173 8164","56 7 8380 4010",Banmédica,"Full time",2026-07-27,153000,-7,65128,Salamanca,"Molina de Segura",53!!!,935,67000,"United Airlines",,{},{Sevilla},"Clase económica",{}
"Verónica Reséndez Polanco",4069060,7,charlie_miller@turket.com,"\+56 2 2040 0120",,,,2025-12-02,370000,7,76536,Puertollano,león#,60!!!,2433,216000,"Shinkansen (Japón)",,"{Comida,Calefacción,""Asientos reclinables"",""Aire acondicionado"",TV}",{},,{Puertollano}
"Eduardo Camarillo Arguello",99.999.999-K,1,correo_sin_arroba.com,"\+56 9 3025 2472","56 2 9305 8064",,,2025-08-26,126000,8,85545,Cartagena,"Molina de Segura",34!!!,701,64000,"Alaska Airlines",,{},{},"Clase económica",{}
"Juan Gurule Espino",99.999.999-K,0,correo_sin_arroba.com,"\+56 2 9661 9763",,,,2026-04-08,5/12/2026,-6,94656,Gerona,elda#,34,553,130000,ADO,Cama,"{""Aire acondicionado"",Wifi,Comida}",{},,{}
"Lucas Arreola Fajardo",18809837,6,pam_rohan@viajes.cl,"\+56 9 8063 3122",Diurno,"Más vida","Full time",2026-04-08,876000,2,2137,Barcelona,Valdemoro,50,617,120000,WestJet,,{},"{Gecho,""La Coruña"",Marbella,Elche}","Clase ejecutiva",{}
"Lola de Jesús Montoya",411392,8,correo_sin_arroba.com,"\+56 9 4764 0777","56 2 5440 4044",Fonasa,"Full time",2025-03-02,21/2/2025,-3,80275,Málaga,móstoles#,3,2997,132000,Renfe,,"{Agua,Comida,""Asientos reclinables"",Baño,""Aire acondicionado"",Wifi}",{},,"{Getafe,""Santa Cruz de Tenerife""}"
"Alberto Olivares Maya",99.999.999-K,9,rachell.heathcote@turket.com,"\+56 2 0704 5624",,,,2025-03-02,17/4/2022,3,32673,Inca,"el puerto de santa maría#",1,3856,224000,Qantas,,{},{Sabadell},"Primera clase",{}
"Alfonso Tovar Páez",99.999.999-K,0,correo_sin_arroba.com,"\+56 2 1959 0775","56 2 9994 9699",,,2025-07-20,16/4/2024,5,69926,Segovia,Calahorra,63,291,128000,"Indian Railways",,,{},,"{Sabadell,Puertollano,""Santa Cruz de Tenerife"",""Sanlúcar de Barrameda""}"
"Sr. Sofia Dávila Casas",13500060,0,correo_sin_arroba.com,"\+56 9 5603 6502",,,,2025-01-21,970000,-9,44866,Orense,Sagunto,3!!!,387,127000,"Indian Railways",,,{},,"{""Las Palmas de Gran Canaria"",Lérida,Segovia,Oviedo}"
"Joaquín Galarza Cazares",99.999.999-K,2,correo_sin_arroba.com,"\+56 2 6268 4082",Nocturno,"Más vida","Full time",2025-10-16,4/10/2028,1,36036,"Alcalá de Guadaira",Elda,85,3046,137000,KLM,,{},"{Almería,Segovia}","Clase ejecutiva",{}
"Sra. Víctor Alvarez Flórez",99.999.999-K,8,correo_sin_arroba.com,"\+56 2 4296 7473","56 2 2343 3792",,,2025-12-26,934000,-9,48234,Salamanca,Gijón,42,330,75000,"Pullman Bus",Normal,"{Wifi,Comida,Agua}",{},,{}
"Daniel Aguilera Saldivar",99.999.999-K,1,simona@turket.com,"\+56 2 1012 7799","56 4 1325 3323",,,2025-06-02,20/4/2020,-4,33274,"Palma de Mallorca",Guadalajara,39!!!,491,100000,"Condor Bus",Cama,"{Calefacción,""Asientos reclinables"",Agua}",{},,{}
"Cristian Vélez Soto",99.999.999-K,4,eliza@waldo.com,"\+56 9 6907 9095","56 3 4356 2820",,,2025-06-02,10/11/2021,4,91553,Benalmádena,burgos#,29!!!,3648,288000,Eurostar,,"{""Aire acondicionado"",""Asientos reclinables"",Comida,Calefacción,Wifi,TV,Agua}",{},,"{""Sanlúcar de Barrameda"",""Santa Lucía de Tirajana"",Granollers,Fuengirola}"
"Sra. Martín Santacruz Preciado",99.999.999-K,1,forrest@viajes.cl,"\+56 9 1269 3038","56 2 6242 9910",Banmédica,"Full time",2025-04-09,11/5/2022,-1,65784,Santander,"Santa Lucía de Tirajana",40,711,170000,Futura,Cama,"{""Asientos reclinables"",Baño,Calefacción}",{},,{}
"Jacobo Cotto Irizarry",27874742,3,dewey.nienow@turket.com,"\+56 2 2751 3714","56 7 5172 6995",,,2026-04-13,6/1/2029,8,48159,Palencia,elda#,32!!!,608,124000,"EME Bus",Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}",{},,{}
"Carlos Ballesteros Díaz",99.999.999-K,5,berry.jones@viajes.cl,"\+56 2 5776 2650",Diurno,Consalud,"Part time",2026-02-10,23/12/2021,8,67883,Elche,Torrevieja,54!!!,592,113000,Thalys,,,{},,"{""Santa Coloma de Gramanet"",Elda,Elche}"
"Cristina Vergara Loya",11122020,0,eloise.bogisich@viajes.cl,"\+56 2 9006 3191",,,,2025-01-12,271000,-9,57683,Viladecans,huelva#,33,3500,228000,"KTX (Corea del Sur)",,"{TV,Baño,Wifi,Agua,Calefacción,Comida}",{},,{Badajoz}
"Sr. Sofia Dávila Casas",13500060,0,winifred.wolff@viajes.cl,"\+56 9 5603 6502","56 3 1969 4848",,,2026-08-18,1/1/2024,10,70484,Inca,"san cristróbal de la laguna#",30,340,65000,Socibus,Normal,"{Wifi,""Aire acondicionado"",Calefacción}",{},,{}
"Sr. Cristina Páez Rentería",99.999.999-K,5,correo_sin_arroba.com,"\+56 2 8807 5557",Nocturno,Fonasa,"Part time",2025-11-05,414000,10,41560,"Cerdañola del Vallés","Talavera de la Reina",47,650,71000,"Buses Bio Bio",Cama,"{Comida,Agua,""Aire acondicionado""}",{},,{}
"Salvador Aranda Cedillo",21549541,9,correo_sin_arroba.com,"\+56 9 8949 8922","56 7 5465 1854",,,2026-09-18,25/4/2027,7,29780,Torrelavega,Majadahonda,39!!!,3035,101000,Emirates,,{},"{""San Sebastián""}","Primera clase",{}
"Cristian Brito Valencia",27646640,9,elton@marmol.com,"\+56 9 5618 9176","56 8 5587 7863",,,2025-05-05,15/9/2021,-1,24758,Elche,reus#,11,3611,263000,"KTX (Corea del Sur)",,"{TV,""Asientos reclinables"",Calefacción,Baño,""Aire acondicionado"",Comida,Wifi}",{},,"{Reus,Córdoba,Marbella,""Talavera de la Reina""}"
"María José Lugo Arteaga",25750443,4,correo_sin_arroba.com,"\+56 2 5341 0677",,,,2026-05-27,6/2/2025,-6,97099,"Hospitalet de LLobregat","Torrejón de Ardoz",31!!!,308,71000,Futura,Semi-cama,"{Calefacción,""Asientos reclinables"",Agua}",{},,{}
"Hernán Cintrón Colunga",15833047,0,rashad.cole@waldo.com,"\+56 9 8759 3777","56 1 6568 5459",,,2026-07-08,586000,6,44365,Torrevieja,coslada#,38,443,55000,"Buses Romani",Semi-cama,"{Agua,Calefacción,Comida}",{},,{}
"Marco Antonio Gil Montes",99.999.999-K,8,correo_sin_arroba.com,"\+56 2 1901 8298",,,,2026-07-08,586000,-6,46242,"Santa Coloma de Gramanet",reus#,40,3065,148000,"West Midlands Trains",,"{Baño,""Aire acondicionado"",TV,Comida,Calefacción,Agua}",{},,{}
"Tomás Cordero Valencia",18363656,6,bess.reynolds@viajes.cl,"\+56 9 8519 5029","56 2 6228 4309",,,2025-05-02,4/5/2028,-3,36080,"El Ejido",Palencia,43,586,78000,"Flecha Bus",Cama,"{Baño,""Aire acondicionado"",Calefacción}",{},,{}
"Benito Amaya Garibay",99.999.999-K,5,lien.robel@turket.com,"\+56 9 9167 4641",,,,2025-02-06,20/10/2024,-4,14079,Elda,vigo#,47,386,57000,"Condor Bus",Cama,"{Agua,Comida,Baño}",{},,{}
"Inés Trujillo Tamez",99.999.999-K,0,patrina.balistreri@outlook.com,"\+56 9 3979 1567","56 9 2374 7219",,,2025-11-14,1/6/2027,10,54211,Gecho,"La Línea de la Concepción",41!!!,519,114000,Damas,Semi-cama,"{Baño,TV,Wifi}",{},,{}
"Mayte Nieto Luevano",17792247,3,correo_sin_arroba.com,"\+56 2 0318 7654",,,,2025-11-14,14/9/2029,-10,67455,"La Coruña",Leganés,40,157,32000,Socibus,Normal,"{TV,Baño,""Asientos reclinables""}",{},,{}
"Raquel Robles Colunga",15721621,6,correo_sin_arroba.com,"\+56 9 2940 2075",,,,2025-11-22,5/3/2021,6,89674,Badalona,Zamora,34!!!,714,108000,ADO,Cama,"{Wifi,Agua,Calefacción}",{},,{}
"Sta. Lola Casas Munguía",99.999.999-K,8,chau@waldo.com,"\+56 9 7727 5736",,,,2025-03-19,1/5/2030,3,47570,Elda,Parla,50,359,75000,"Buses Ahumada",Semi-cama,"{Baño,""Asientos reclinables"",""Aire acondicionado""}",{},,{}
"Guillermina Fajardo Aponte",11638456,4,juan.kuhn@outlook.com,"\+56 9 5625 6424","56 5 7279 7098",,,2026-02-11,310000,-7,25770,"Dos Hermanas","Santa Lucía de Tirajana",41!!!,1442,157000,"TGV (SNCF)",,"{Calefacción,""Aire acondicionado"",Wifi,Comida}",{},,"{Vigo,Tarragona,""San Sebastián"",Badalona,Lugo}"
"Patricia Ballesteros Serna",9612979,0,correo_sin_arroba.com,"\+56 9 6424 7587","56 3 6137 9309",,,2025-11-04,17/3/2021,-4,26232,Viladecans,"santiago de compostela#",62!!!,1698,199000,"Turkish Airlines",,{},{},"Clase ejecutiva",{}
"Marta Sandoval Domínquez",8613162,1,christopher@viajes.cl,"\+56 2 7474 1071","56 9 8953 9376",,,2026-09-15,3/2/2022,6,4853,Benalmádena,Vitoria,37!!!,485,42000,"Condor Bus",Semi-cama,"{Comida,Calefacción,Baño}",{},,{}
"Javier Muñiz Solorzano",28503107,4,correo_sin_arroba.com,"\+56 2 6623 6651","56 4 9606 7652",,,2026-03-17,15/9/2030,-8,37119,"El Ejido",Zamora,21!!!,3426,166000,"South Western Railway",,"{Calefacción,Agua,""Aire acondicionado"",Comida,TV,Wifi}",{},,"{Fuenlabrada,Granollers,Guadalajara,Alicante}"
"Javier Verduzco Burgos",1794943,1,correo_sin_arroba.com,"\+56 2 2853 0968","56 3 6848 1974",,,2026-09-28,8/8/2028,1,97983,Gecho,valdemoro#,96!!!,1017,117000,"Ethiopian Airlines",,{},{},"Clase económica",{}
"Sra. María Lucio Gonzales",3280329,7,correo_sin_arroba.com,"\+56 9 3337 5684","56 6 3027 3067",,,2026-05-05,204000,2,42539,Telde,"santiago de compostela#",36!!!,502,92000,Avanza,Cama,"{Comida,Calefacción,Wifi}",{},,{}
"Virginia Ochoa Rico",99.999.999-K,2,regine@marmol.com,"\+56 9 3897 4562","56 9 2929 4158",,,2025-12-21,899000,-3,72215,Fuengirola,Fuenlabrada,44,500,105000,"ETN Turistar",Cama,"{Comida,Wifi,Baño}",{},,{}
"Sra. Joaquín Nieto Zamora",99.999.999-K,2,correo_sin_arroba.com,"\+56 2 3800 0683",,,,2026-08-14,100000,2,5279,"La Coruña","molina de segura#",58!!!,1899,106000,Lufthansa,,{},"{""Santa Lucía de Tirajana"",""El Ejido"",""Cerdañola del Vallés"",""Pozuelo de Alarcón"",Sevilla}","Clase ejecutiva",{}
"Barbara de Anda Merino",24785401,2,rubin_boyer@outlook.com,"\+56 9 7976 5562","56 9 5131 7448",,,2025-11-26,495000,-2,81598,Cádiz,Mataró,57,3509,317000,"JR East",,"{Comida,Calefacción,Baño,TV,Agua,""Aire acondicionado""}",{},,"{Sevilla,Ferrol,Gecho,Santander,""Cerdañola del Vallés""}"
"Sta. Francisca Ruelas Pulido",99.999.999-K,4,kasi@turket.com,"\+56 2 4275 8933","56 1 6499 6100",,,2026-04-04,25/5/2030,3,76361,Bilbao,Coslada,34!!!,2770,280000,"Turkish Airlines",,{},"{Mataró,Motril}","Primera clase",{}
"Olivia Olivas Almaraz",11150544,0,glendora@viajes.cl,"\+56 9 9018 6451","56 2 7956 4845",,,2025-09-06,971000,-4,39267,"El Puerto de Santa María","El Puerto de Santa María",54,483,131000,Trenitalia,,,{},,"{Reus,Majadahonda}"
"Raúl Alcántar Méndez",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 6012 9738",,,,2026-11-07,30/2/2030,-8,5165,Pamplona,"la coruña#",1,2155,175000,Italo,,"{""Asientos reclinables"",Agua,TV,Baño}",{},,"{""Cornellá de Llobregat"",Lugo,Vitoria,""Hospitalet de LLobregat""}"
"Norma Esparza Altamirano",99.999.999-K,6,fermin.kulas@turket.com,"\+56 2 2305 1723",,,,2026-05-18,470000,2,63194,"Santa Cruz de Tenerife","dos hermanas#",28!!!,3725,348000,"Singapore Airlines",,{},"{Móstoles,""San Sebastián"",Alcorcón,Baracaldo}","Primera clase",{}
"Nicolás Peña Rosado",11682920,6,kenyetta@viajes.cl,"\+56 9 5404 4153",,,,2025-01-30,7/11/2030,-2,51709,Cáceres,"Talavera de la Reina",65,2121,129000,"United Airlines",,{},"{Benidorm,Arrecife,Alcorcón,Tarragona}","Clase económica",{}
"Teresa Quintanilla Bustos",99.999.999-K,8,correo_sin_arroba.com,"\+56 2 9268 9927",,,,2026-08-27,50000,-4,14102,Leganés,málaga#,42,553,42000,BoltBus,Semi-cama,"{""Aire acondicionado"",Agua,Wifi}",{},,{}
"Emilio Araña Rodrígez",16470516,3,correo_sin_arroba.com,"\+56 2 0124 3610",Nocturno,"Más vida","Part time",2025-07-30,730000,-4,1234,Mérida,Baracaldo,46!!!,778,67000,Thalys,,"{""Aire acondicionado"",Calefacción,Comida}",{},,"{""Santa Cruz de Tenerife""}"
"Javier Bétancourt Salas",23433132,0,serina@viajes.cl,"\+56 9 2711 8939",Nocturno,Consalud,"Full time",2026-12-05,270000,-4,57414,"El Puerto de Santa María",madrid#,61,412,172000,JetBlue,,{},"{Almería,Zaragoza,""Santa Lucía de Tirajana""}","Clase ejecutiva",{}
"Juana Casanova Griego",99.999.999-K,5,correo_sin_arroba.com,"\+56 2 9163 8413","56 6 1941 6702",,,2026-03-30,604000,-7,61585,"Santa Lucía de Tirajana",Badalona,81!!!,1990,186000,"Qatar Airways",,{},"{""San Sebastían de los Reyes""}","Clase ejecutiva",{}
"Sra. Miguel Nieto Herrera",24511901,7,correo_sin_arroba.com,"\+56 2 1723 3898","56 2 8554 4143",,,2026-07-13,3/1/2029,9,9206,"Hospitalet de LLobregat",barcelona#,83,3208,102000,"Alaska Airlines",,{},"{Zaragoza,Santander,Badalona,Mijas,Valladolid}","Primera clase",{}
"Rafael Arellano Botello",10883994,2,correo_sin_arroba.com,"\+56 9 4953 4038","56 8 6799 9971",,,2026-08-08,244000,4,63609,"San Fernando","alcalá de guadaira#",32!!!,321,46000,"Primera Plus",Normal,"{""Asientos reclinables"",Comida,Calefacción}",{},,{}
"Yolanda Mota Sanches",99.999.999-K,4,jame_davis@turket.com,"\+56 2 7330 0628",,,,2026-08-08,244000,-4,41957,Albacete,Rubí,48!!!,475,73000,Andesmar,Cama,"{Baño,Agua,""Aire acondicionado""}",{},,{}
"Lilia Pacheco Ojeda",12552488,6,correo_sin_arroba.com,"\+56 2 8996 3184","56 8 8497 8062",,,2026-08-08,6/9/2025,-4,51056,León,"el prat de llobregat#",93,2492,279000,JetBlue,,{},"{Ávila,Lugo,""Santiago de Compostela"",Coslada}","Clase ejecutiva",{}
"Inés Rolón Medina",9134823,9,shane@marmol.com,"\+56 9 5939 5817","56 9 8003 2378",,,2026-12-03,196000,-9,60388,Elche,Cáceres,43!!!,261,36000,"Flecha Bus",Normal,"{TV,Wifi,Baño}",{},,{}
"Emilia Hidalgo Carrera",99.999.999-K,3,tamie.purdy@waldo.com,"\+56 9 4562 6891","56 4 5812 2257",,,2026-03-26,12/3/2022,-3,37652,Lorca,Alicante,43,262,25000,"Flecha Bus",Semi-cama,"{Wifi,Baño,Calefacción}",{},,{}
"Lucia Cano Pichardo",6891850,2,correo_sin_arroba.com,"\+56 2 7962 0035","56 1 3493 6979",Banmédica,"Full time",2025-06-24,15/2/2029,1,49333,Almería,parla#,78!!!,3471,249000,"Deutsche Bahn (DB)",,"{Calefacción,""Aire acondicionado"",Baño,TV,Agua,""Asientos reclinables""}",{},,{Avilés}
"Sr. Bernardo Llamas Correa",99.999.999-K,3,correo_sin_arroba.com,"\+56 9 1137 0575",,,,2026-11-06,297000,-8,40404,Linares,"San Fernando",16,1723,105000,"South Western Railway",,"{Baño,""Asientos reclinables"",""Aire acondicionado"",Wifi}",{},,"{Motril,Parla,""Roquetas de Mar""}"
"Germán Guerra Olivárez",22364844,4,correo_sin_arroba.com,"\+56 2 9135 2530",,,,2026-11-08,22/11/2025,7,76074,Zaragoza,Avilés,42,522,146000,BoltBus,Cama,"{Comida,""Asientos reclinables"",TV}",{},,{}
"Dolores Granados Porras",25795068,2,correo_sin_arroba.com,"\+56 2 9569 0183",,,,2026-07-11,26000,-8,60267,Manresa,"Palma de Mallorca",27!!!,1313,105000,"Shinkansen (Japón)",,"{TV,Calefacción,Baño}",{},,{Granollers}
"Sofia Delarosa Tejeda",99.999.999-K,5,hilde@outlook.com,"\+56 9 2482 4566","56 5 2321 5168",,,2026-08-19,308000,-5,22565,"San Sebastián",Lugo,40!!!,138,38000,"Crucero del Norte",Normal,"{Wifi,Baño,""Asientos reclinables""}",{},,{}
"Sr. Agustín Menchaca Cervántez",4486143,4,august@viajes.cl,"\+56 9 3002 8451",Diurno,Consalud,"Full time",2026-02-03,27/4/2023,5,72754,"Chiclana de la Frontera",Bilbao,98!!!,2384,92000,"Indian Railways",,"{TV,Calefacción,""Asientos reclinables"",Baño,""Aire acondicionado""}",{},,"{Burgos,""Chiclana de la Frontera"",""Ciudad Real"",""Castellón de la Plana""}"
"Sr. Gonzalo Guerra Verdugo",99.999.999-K,6,correo_sin_arroba.com,"\+56 9 0102 0315",,,,2025-02-19,755000,2,61164,Tarrasa,"Collado Villalba",33!!!,695,106000,"Buses Romani",Cama,"{Agua,TV,Comida}",{},,{}
"Marisol Mayorga Piña",99.999.999-K,2,correo_sin_arroba.com,"\+56 2 6854 1963","56 1 9668 4127",,,2026-09-20,14/2/2021,-8,80449,"Santa Coloma de Gramanet",Ávila#,82,993,33000,WestJet,,{},{},"Clase económica",{}
"Andrea Segovia Velasco",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 9987 6809",,,,2026-05-12,608000,3,68132,Gijón,"jerez de la frontera#",21,3038,185000,"SBB (Suiza)",,"{""Aire acondicionado"",Agua,Comida,Calefacción,""Asientos reclinables"",Wifi}",{},,{Cádiz}
"Felipe Samaniego Arredondo",26107915,9,correo_sin_arroba.com,"\+56 2 5374 0968",Diurno,Fonasa,"Full time",2026-07-14,28/3/2030,8,41870,Vigo,santander#,40!!!,3155,378000,ScotRail,,"{TV,""Asientos reclinables"",""Aire acondicionado"",Baño,Wifi,Agua}",{},,"{Logroño,Fuenlabrada,Murcia}"
"Graciela Montalvo Crespo",10941898,2,armando@viajes.cl,"\+56 9 0575 7068","56 2 8752 4893","Más vida","Part time",2026-07-04,382000,4,26711,Coslada,"santa cruz de tenerife#",47,595,140000,"Estrella Roja",Semi-cama,"{""Asientos reclinables"",Agua,Comida}",{},,{}
"José Emilio Mercado Jáquez",11588141,8,correo_sin_arroba.com,"\+56 9 8944 4049",,,,2026-09-28,24/4/2030,9,22764,Murcia,Gandía,37,617,79000,Megabus,Cama,"{TV,""Asientos reclinables"",Comida}",{},,{}
"Lola Polanco Zarate",4806723,2,hae@viajes.cl,"\+56 9 1663 1233",Diurno,Consalud,"Part time",2025-11-09,179000,-5,30945,Alicante,Calahorra,23,4320,453000,"Delta Air Lines",,{},"{""Palma de Mallorca"",Pontevedra,Valdemoro,Arrecife}","Primera clase",{}
"Gabriela Cardona Zayas",21663572,9,clifton.gusikowski@waldo.com,"\+56 9 6316 2708",,,,2026-03-26,854000,10,22455,Barcelona,vitoria#,93,861,61000,"SBB (Suiza)",,"{TV,Agua,""Aire acondicionado""}",{},,"{Fuenlabrada,Elda,Mataró}"
"Gilberto Saavedra Valverde",28844654,1,correo_sin_arroba.com,"\+56 2 0696 2522","56 7 8778 1939",Fonasa,"Part time",2026-12-05,6/12/2026,-6,21037,Torremolinos,Torrelavega,26!!!,3234,118000,"Virgin Trains",,"{Agua,""Asientos reclinables"",Calefacción,Comida,TV,Wifi}",{},,"{Reus,Valladolid}"
"Patricio Robledo López",10361298,5,wilmer.bogisich@viajes.cl,"\+56 9 5392 6298","56 1 5988 5125",Consalud,"Part time",2025-07-30,191000,-5,76071,Leganés,valladolid#,98!!!,1495,194000,"ÖBB (Austria)",,"{TV,Calefacción,Baño,Agua}",{},,"{Móstoles,Salamanca,""Cornellá de Llobregat""}"
"Manuel Aranda Núñez",22211149,5,lida@waldo.com,"\+56 9 1058 5245","56 2 3250 6139",,,2025-07-12,189000,-2,61076,Gecho,Marbella,23!!!,1016,38000,"Via Rail (Canadá)",,"{Wifi,""Asientos reclinables"",Calefacción}",{},,"{Mérida,Majadahonda,Torrevieja,""Molina de Segura"",Benalmádena}"
"Leticia Girón Zambrano",99.999.999-K,1,correo_sin_arroba.com,"\+56 2 2935 3456",,,,2026-09-02,774000,5,85388,Orihuela,"el puerto de santa maría#",73,1017,48000,"LNER (London North Eastern Railway)",,"{Agua,Wifi,""Asientos reclinables""}",{},,"{Alcoy,Irún,Madrid}"
"David Jiménez Concepción",4980056,8,ed@marmol.com,"\+56 2 9056 0924",,,,2025-06-27,29/4/2027,2,25232,Palencia,Cádiz,50!!!,484,101000,"Condor Bus",Semi-cama,"{Agua,Calefacción,""Aire acondicionado""}",{},,{}
"Agustín Terán Palacios",23053308,4,genie.gerhold@marmol.com,"\+56 2 1115 6652",,,,2026-04-04,984000,-4,45477,Viladecans,"pozuelo de alarcón#",37!!!,703,126000,"Pullman Bus",Cama,"{Agua,""Aire acondicionado"",Calefacción}",{},,{}
"Mayte Delao Yáñez",99.999.999-K,3,dominique@viajes.cl,"\+56 2 9740 3991",Nocturno,"Más vida","Part time",2025-09-07,612000,2,90212,Rubí,Paterna,55,2299,185000,"JR East",,"{TV,""Aire acondicionado"",Agua,""Asientos reclinables"",Wifi}",{},,"{""Santa Coloma de Gramanet"",""Santa Coloma de Gramanet""}"
"Antonio Lozano Serrato",14863163,9,xavier_towne@marmol.com,"\+56 9 0086 8683","56 1 1917 6111",,,2025-02-25,2/12/2026,7,28531,Bilbao,badajoz#,32,225,43000,"Buses Ahumada",Normal,"{Agua,""Asientos reclinables"",TV}",{},,{}
"Cristian Brito Valencia",99.999.999-K,9,elton@marmol.com,"\+56 9 5618 9176",,,,2025-04-03,11/9/2021,3,81436,"Hospitalet de LLobregat",valladolid#,33,664,82000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Comida,Agua}",{},,{}
"Ernesto Cavazos Llamas",99.999.999-K,7,benton_kris@marmol.com,"\+56 9 7676 9069",,,,2025-12-17,11000,7,29992,Algeciras,"chiclana de la frontera#",39,120,29000,BoltBus,Normal,"{Baño,""Asientos reclinables"",Comida}",{},,{}
"Julio Hernández Saldaña",99.999.999-K,1,eddie.gorczany@viajes.cl,"\+56 9 8510 7841",Nocturno,Banmédica,"Full time",2025-10-30,27/1/2022,2,17751,Lugo,elche#,35!!!,596,120000,Greyhound,Cama,"{TV,""Aire acondicionado"",Comida}",{},,{}
"Ramiro Rascón Saavedra",27760951,7,clemmie@viajes.cl,"\+56 9 4079 1048",Nocturno,"Más vida","Full time",2025-04-27,26/12/2020,10,85498,Gandía,"La Línea de la Concepción",58!!!,2840,277000,AVE,,"{Agua,""Aire acondicionado"",Comida,Calefacción,Baño}",{},,"{Elda,Majadahonda,""Cornellá de Llobregat"",Valencia}"
"Sr. Mariana Villalpando Castañeda",99.999.999-K,3,correo_sin_arroba.com,"\+56 2 9586 8862","56 4 3582 7288",,,2025-11-05,717000,7,90415,Granollers,"El Prat de LLobregat",15,2746,277000,Ryanair,,{},"{Huelva,Cartagena,Albacete,""Mollet del Vallés"",Leganés}","Primera clase",{}
