nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Arturo Ballesteros Frías",3786947,6,,"9e10vfDQt0iA2JP example","\+56 9 5726 8163","+99 2007 2491",,fecha-12-2026,-366000,8
"Florencia Corona Rivas",9100417,4,,"I1ew8rfRfZ6 example","\+56 2 3876 3463",,,fecha-3-2029,876000,2
"Leticia Arellano Alba",25285552,2,,HWiWylIZlqG46,"\+56 9 8529 0412",7688,,,-235000,2
"Teresa Ulibarri Rael",3334123,1,,3AC6jBbS,"\+56 9 3657 8269",,,fecha-4-2027,-538000,10
"Sra. Sonia Muñiz González",5.329.344,5,,"xt6LICtxGaRwXZI example","\+56 2 6502 9506",757,,,990000,8
"María Luisa Rolón Cavazos",14831705,1,,PGbvvY1l0h,"\+56 9 3785 8635",5396,,fecha-5-2021,449000,8
"Berta Feliciano Leal",30.641.182,1,,"fNAZP3H0wv example","\+56 9 1858 0889",5101,,,-424000,6
"Teodoro Gamez Tamayo",8.162.971,7,,"PS6ngIT6sh2o example","\+56 9 0303 8342","+95 1234 5014",,fecha-5-2027,-20000,10
"Ana Luisa Ozuna Mascareñas",9777463,7,,"55vS5vOtI8YNH example","\+56 9 4568 6768","+55 9669 1525",,fecha-3-2021,-169000,8
"Gloria Rubio Jaimes",8086790,9,,"KHz2NZbZ example","\+56 9 3926 6087","+74 5626 8489",,fecha-4-2021,700000,5
"Dorotea Quiñones Palacios",15779770,4,,"zM16b1Ud5kbgGD example","\+56 2 3709 4718",9701,,,860000,7
"Julio César Villaseñor Amador",28.007.609,9,,TCy3yNqO0NxAyL,"\+56 9 2026 5348","+93 8494 4340",,fecha-5-2020,767000,4
"Natalia Mendoza Guajardo",16991954,2,,Fog3r2pWuq,"\+56 2 1965 2310",,,fecha-7-2024,732000,7
"Daniel Verdugo Montaño",26116853,9,,EL9sU0s2hPkX,"\+56 2 9038 3956","+51 5005 8560",,fecha-11-2028,-158000,3
"Sra. Miguel Ángel Noriega Saucedo",23.281.198,8,,"Xa81W3fpR example","\+56 2 7779 4717",3165,,fecha-12-2022,-246000,9
"Roberto Cordero Avilés",11392764,8,,"u2FYv552 example","\+56 9 4988 5267",5960,,,125000,10
"Sra. Andrés Muro Quintana",21.949.274,1,,i2OmwHQAH,"\+56 9 6244 7772","+63 7507 3234",,fecha-5-2028,-193000,1
"José Guajardo Mascareñas",21251621,4,,Cu2o7V0if3Ww,"\+56 9 3379 8807","+76 7384 5927",,fecha-4-2024,-412000,9
"Francisca Delao Cotto",11213839,6,,X8jxf8yuvBlswL5,"\+56 9 1078 5689","+75 7619 8329",,fecha-8-2022,-9000,9
"Jorge Luis Arellano Espino",26705722,3,,"xL8vdx4rjnV4luhi example","\+56 2 0534 6403","+62 3189 5704",,,474000,1
"Natalia Zaragoza Tapia",9502371,8,,"6QBCzGgQj2TuasC example","\+56 9 1982 2854","+77 4740 1705",,fecha-1-2022,363000,8
"Adán Rivero Valadez",8.605.549,3,,h4bk2qRDsNzn,"\+56 2 5745 4074","+80 2897 3887",,fecha-9-2023,29000,4
"Julio Montes Fierro",16.006.891,2,,"JgVip2G5rKAU example","\+56 2 7975 1873",9628,,fecha-11-2024,136000,1
"Hugo Naranjo Patiño",8871215,2,,"1TuqeaO7U example","\+56 9 7802 8386",374,,,-753000,4
"Rodrigo Zavala Martínez",2.151.089,6,,"02TjgJPm6 example","\+56 2 5850 2474","+83 4754 7053",,,152000,4
"Lucas Cerda Ledesma",9028312,2,,Hyyos6lrJ,"\+56 2 4473 7895",1862,,,333000,5
"Tomás Ozuna Ojeda",27.061.904,9,,U0xdhlIQp52,"\+56 2 1984 9615","+91 7285 8708",,,-193000,3
"Carolina Vélez Narváez",20232382,0,,q5g3bO4c4HH,"\+56 2 6234 7890","+70 6794 3413",,,911000,8
"Patricio Robledo López",9.793.624,5,,I9X63JbqWDbe,"\+56 9 5392 6298","+70 5121 7896",,fecha-11-2026,138000,1
"Isabel Reyna Feliciano",14.582.043,0,,HJdvJBvk726RM0,"\+56 9 2748 0902","+89 7149 4986",,fecha-4-2024,-290000,3
"Raquel Saavedra Tejeda",31.257.922,0,,dasreKU946B2v4R4,"\+56 9 7225 1291","+94 6494 9622",,fecha-6-2030,-218000,4
"Lilia Córdova Villa",29625752,7,,7dvg2VWI1QFo6aJ0,"\+56 2 7438 0739",5368,,fecha-3-2021,-218000,9
"Sr. Agustín Alva Quintanilla",8292772,5,,"xK7RRHne7Y8K example","\+56 9 8668 5140",719,,,-195000,5
"Sr. Alberto Saiz Carbajal",10711076,6,,"NvsDtP1fBcxun example","\+56 9 0008 6632","+76 7211 1542",,,-871000,6
"Olivia Santana Cardenas",34.413.889,9,,"Bo9CLzfu example","\+56 9 0947 8201",4186,,,469000,6
"Benjamín Bernal Badillo",11162070,0,,8u0UYr4lFf0KnS,"\+56 9 0278 1523",278,,,297000,5
"Rocio Cardona Chávez",13.560.183,4,,6okccUaA7I3J7iS,"\+56 9 1144 4215","+90 2915 1418",,,530000,7
"José Emilio Cotto Griego",2.155.086,3,,Stnc72ZhzxkDBX,"\+56 2 4565 9402",1158,,,-665000,7
"Olivia Verdugo Olivas",8251655,8,,"dHN6ePkqOU4KUKFn example","\+56 2 8618 6969","+90 3244 3645",,fecha-10-2023,-781000,8
"Sr. José Heredia Fuentes",12.487.238,1,,"zi3b6ksNDrY example","\+56 2 8333 4558",4357,,fecha-4-2021,-970000,9
"Sra. Clara Castellanos Solano",26.956.770,8,,"zowpo6axB example","\+56 9 1761 8436","+61 2242 3457",,fecha-5-2021,-234000,8
"Emilio Santacruz Cedillo",14033526,2,,gtm4vV3gS,"\+56 2 4135 5002","+59 5194 1067",,fecha-2-2021,871000,2
"Claudia Mondragón Casares",32.502.762,6,,"jimLPWj50YuIsxWU example","\+56 9 2792 7065",3309,,fecha-11-2026,875000,1
"Alberto Polanco Laboy",30.779.636,6,,"4OMgOc5i0aaR4 example","\+56 9 9451 2808","+64 7670 7372",,fecha-10-2030,159000,5
"Marilu Lara Madera",21.607.691,9,,"p3zyfZhG example","\+56 9 9557 1130",5875,,fecha-9-2025,-59000,8
"Felipe Pelayo Moreno",11.874.057,2,,XoqBjv1Cn52,"\+56 2 5847 0721","+54 5627 4774",,fecha-6-2024,717000,1
"Cristobal Arguello Corona",16473400,8,,uKPSnSOh88eRj,"\+56 2 4065 0650",499,,fecha-8-2027,416000,8
"Sta. Vicente Hernández Terán",2692723,8,,"B0o2p7C7l8Zl example","\+56 2 1005 6652","+97 6854 3944",,fecha-1-2029,-303000,8
"Ramiro Campos Téllez",8.219.582,2,,rB9rOzC9mEAHp,"\+56 9 9604 7283",8289,,fecha-8-2030,934000,9
"Julio Abrego Arroyo",6.847.198,8,,"Orf2EqpR example","\+56 9 0601 3577","+95 2788 8616",,fecha-1-2026,690000,10
"Claudio Duran Echevarría",17380580,2,,7bS7zmBHz,"\+56 9 5029 8243",6403,,,-563000,9
"María del Carmen Miranda Rodríguez",13.405.317,0,,33qs7xCN,"\+56 9 8265 3966","+99 1442 8463",,,596000,7
"Jacobo Vanegas Trejo",28.113.285,7,,xpWLrH9aGjhuE,"\+56 9 9953 9634","+60 1497 6390",,fecha-3-2029,135000,7
"Carlos Jasso Guerra",23026293,6,,"RU0nzzQvOa example","\+56 9 1233 5824",6142,,,33000,10
"Sr. Raúl Mena Gurule",7699764,4,,"9gARcdWdA3Z example","\+56 9 8410 6300","+62 2870 3608",,,-538000,9
"Pablo Vera Casanova",18210473,0,,I1PM8WdnqyU6,"\+56 9 7435 9769",1935,,,-791000,8
"Nicolás Peña Rosado",11682920,6,,QyJQ76U2MLl,"\+56 9 5404 4153",9091,,fecha-2-2025,377000,4
"Sra. Octavio Alaniz Velasco",34.298.988,1,,MR2fuzM2,"\+56 2 8889 5655",421,,,-126000,2
"José Madrigal Domínquez",27222892,7,,2neNTgdtp,"\+56 9 4029 3787",,,fecha-2-2020,53000,2
"Víctor Patiño Fernández",21.399.741,9,,J47IfupNxSu,"\+56 2 1675 2070",,,,-257000,10
"Ana Madrigal Rubio",10437907,5,,kUJU2ZSig30T1Xk,"\+56 9 9998 6985","+62 4126 5755",,fecha-7-2025,-868000,4
"Enrique Marín Lugo",7.439.724,3,,sgEL6dZ7TUjh81B,"\+56 9 3053 1578",9671,,,900000,5
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"\+56 9 2030 1633",5927,,fecha-5-2028,-34000,1
"Blanca Barraza Saucedo",19742586,4,,"shWd1r7a1G example","\+56 2 0733 2725","+62 6365 1895",,fecha-6-2020,-410000,7
"Victoria Saavedra Abrego",23301565,6,,TPbPQVxu9cm,"\+56 9 7792 3530",6564,,fecha-12-2030,-22000,5
"Roberto Cabán Díaz",19176048,8,,y3DDohWHTR1y7,"\+56 2 3111 7592","+75 7061 6864",,,133000,9
"Julio Cortés Rolón",24.388.910,2,,"rf6HnKKEO5YE example","\+56 2 6501 8835","+72 2923 5098",,fecha-11-2021,-777000,8
"Jesús Feliciano Castellanos",11.719.922,4,,Okbr6a93r1uUcOSp,"\+56 2 4511 2785",,,,804000,6
"Ana Madrigal Rubio",10437907,5,,"kUJU2ZSig30T1Xk example","\+56 9 9998 6985",,,,661000,2
"María Elena Hinojosa Rosado",9077720,3,,"0mpLt1pp8 example","\+56 9 3693 9000","+79 8181 3893",,,994000,1
"Sr. Norma Cervántez Henríquez",21.259.682,2,,"r81SqZFcV2q0m7l0 example","\+56 9 2084 3369","+81 4285 1263",,fecha-6-2030,578000,7
"Julio César Salgado Águilar",3.973.039,5,,"6sjHb2ERj example","\+56 2 3287 3452","+76 1469 6949",,,867000,7
"Sra. Lola Valverde Pérez",5.531.115,0,,UdaGRJ5CQe4Gvz,"\+56 2 7847 2966",942,,,92000,9
"Rocio Cardona Chávez",25436879,4,,"6okccUaA7I3J7iS example","\+56 9 1144 4215",5051,,fecha-7-2020,-556000,4
"Víctor Colunga Patiño",9811476,3,,0bF4U6RkGg1,"\+56 9 9355 1866",9099,,fecha-2-2029,-572000,10
"Pablo Linares Angulo",6056684,6,,"mW2BVylau example","\+56 9 1519 1151","+69 7060 8634",,fecha-7-2029,152000,6
"María Eugenia Toro Zaragoza",13680415,7,,SHadrphVpG8N,"\+56 2 7692 1224",6807,,fecha-4-2025,289000,8
"Santiago Fonseca Guevara",5.264.315,2,,"VBBAExjd2T46 example","\+56 2 6987 9772",8020,,fecha-6-2026,-465000,3
"José Emilio Parra Mena",8788178,0,,VhAPwWUug5lz0Nz,"\+56 9 6314 2512",1165,,,501000,3
"Horacio Lemus Bermúdez",1030687,1,,"3qHMimr2gFq20EbL example","\+56 2 4617 8785",,,,-377000,8
"Teresa Oquendo Toro",29.693.920,0,,VX8uRfGSBch,"\+56 9 4173 2706",4646,,,-958000,8
"Gabriel Valdivia Velázquez",4310546,0,,TPMD6V9uo3gC,"\+56 9 3324 2489","+53 1057 6692",,fecha-4-2021,-410000,2
"Gabriela Villa Quiroz",4.705.229,8,,"SR0sJYoTpuO example","\+56 2 0747 9940",4938,,,584000,7
"Horacio Lemus Bermúdez",17.401.250,1,,3qHMimr2gFq20EbL,"\+56 2 4617 8785",,,,-239000,6
"María Soledad Abeyta Griego",33.960.926,8,,"PEMCg7N9hZ5t example","\+56 9 3936 9280",9416,,,921000,7
"Sta. Marcela Gil Aguirre",13.487.980,5,,qhbK316rVRs2D61D,"\+56 9 8041 9665","+97 6377 9752",,fecha-4-2028,-621000,5
"María Soledad Alvarez Galván",17686737,4,,c3sDpWrR,"\+56 9 3740 2271",1905,,fecha-3-2022,892000,6
"Elvira Puga Solorio",28.408.613,4,,sjqCZNRNzYA9,"\+56 2 1687 4745",,,,842000,8
"Alberto Polanco Laboy",8.840.327,6,,4OMgOc5i0aaR4,"\+56 9 9451 2808","+53 7837 9556",,,385000,3
"Reina Zelaya Arenas",17.918.343,2,,a45hSYH8lexXjY2,"\+56 2 8740 8117","+83 5555 2458",,fecha-10-2022,81000,9
"Ramona Lozano Águilar",2.783.534,6,,"KEN3yNUmnxyUY example","\+56 2 2688 1176","+74 7191 7554",,fecha-1-2020,-411000,8
"Sta. Caridad Malave Casanova",17966350,9,,eq9safehb4llVa6A,"\+56 9 6562 4082",5780,,fecha-6-2029,-380000,10
"Daniel Jaime Cardona",20788026,1,,xvjPA1G7cpLdjV,"\+56 9 8734 5215","+92 1583 5322",,,879000,5
"Guillermo Sierra Galindo",26.308.602,6,,"qO0XetyexO example","\+56 9 4248 5016","+83 1373 5898",,,115000,2
"Raúl Maldonado Reynoso",31.209.633,9,,woBWRS9mNs1GOVjU,"\+56 2 1570 7442","+61 4696 4111",,fecha-8-2020,773000,5
"Clara Montes Rodríquez",25578143,1,,"qTaThR0ryFXOG example","\+56 9 5410 5096","+58 6265 8759",,fecha-4-2029,828000,9
"Juan Gálvez Cerda",7210058,7,,7eQO3NSoVokPJ,"\+56 2 8512 8514",1332,,fecha-5-2028,-647000,2
"Alberto Collazo Leal",32.385.085,5,,M32XkwI63HbA,"\+56 2 1891 8942",,,,-210000,9
"Sra. Ramona Suárez Bravo",18815532,5,,8xw48bCNY566u,"\+56 2 7589 4254","+75 5286 5181",,fecha-9-2021,-570000,8
"Dorotea Urías Díaz",21.924.411,4,,"bTY9DUWZc4M example","\+56 9 6890 8170",4664,,,890000,1
"Ramiro Mendoza Nieves",1521299,7,,"oasZj8gU9C example","\+56 2 1995 5068","+76 1412 2991",,,720000,3
"Guillermina Cantú Henríquez",31.596.533,3,,"j6YrbL2O7 example","\+56 2 9954 2874",5644,,,-617000,10
"Gilberto Miramontes Muñiz",19.096.848,2,,"1CHUzkFfHPGg example","\+56 2 6555 5654",8450,,,752000,4
"Sta. Micaela Vázquez Gil",3790541,3,,gO093LEdf3X5w,"\+56 9 5422 6548",,,,271000,9
"Sr. Lilia Garibay Farías",19836384,9,,"9Fm54ZnBIZ example","\+56 9 8158 9509","+79 3425 7821",,fecha-7-2020,797000,6
"Gonzalo Otero Meraz",4839613,7,,"9nJLfPXnBv example","\+56 9 4085 0365","+55 2923 9644",,fecha-6-2029,79000,4
"Concepción Moya Sanabria",7563420,4,,ESuM9lFwD,"\+56 2 8554 3232","+90 1596 3755",,,-296000,6
"Guillermina Becerra Valadez",11553964,0,,"Uymoy0Q1NcB4CxnF example","\+56 9 9557 2805","+95 1742 5714",,,-355000,10
"Barbara de Anda Merino",10.676.846,2,,Z12Mity44uJC,"\+56 9 7976 5562","+66 7255 7310",,fecha-9-2027,205000,7
"Manuela Carrion Duarte",20.797.643,7,,"mL9wo16TLdLZWj example","\+56 9 7378 7510","+63 3894 8079",,fecha-6-2022,923000,5
"Diego Fernández Irizarry",34.242.222,6,,"i6UbYNwyIdj example","\+56 9 9371 6841","+54 7992 5245",,fecha-6-2024,365000,4
"Samuel Salcido Archuleta",6.858.435,4,,pyXw5CRBcC,"\+56 2 7105 8685",7954,,,580000,9
"Jesús Feliciano Castellanos",27033003,4,,"Okbr6a93r1uUcOSp example","\+56 2 4511 2785",,,,-749000,7
"Ana María Quintero Rangel",23689386,0,,hvGJLYiFUWPz014,"\+56 9 0159 3785",7892,,,244000,5
"Miguel Ángel Lucero Cortés",21116168,4,,OjmZxlHDHiQgRax7,"\+56 2 6630 9191","+72 4028 7171",,,782000,10
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"\+56 2 2064 3359",4652,,fecha-9-2022,414000,10
"Sra. Rebeca Matos Quintero",16396458,8,,"XvbO3EOcS8bFWi3s example","\+56 2 9655 1735","+52 1986 8965",,,-310000,2
"Elsa Alvarez Camacho",21175719,3,,"GYuto7AHoM0OD example","\+56 2 0357 9468","+65 8038 8106",,fecha-2-2028,-427000,4
"Ana Menchaca Botello",23.370.862,5,,"oKBz0ItDwS example","\+56 2 5338 4297","+66 4552 7878",,fecha-3-2021,542000,7
"Graciela Bahena Otero",18989039,2,,ryqqNfcH7SMdA,"\+56 2 2036 7970",1133,,fecha-12-2025,-443000,4
"Blanca Barraza Saucedo",799.014,4,,shWd1r7a1G,"\+56 2 0733 2725","+87 9936 2102",,,774000,5
"Magdalena Mota Salinas",8.080.146,6,,"bktTQYjNQ59d5tl example","\+56 9 9055 9119",9523,,fecha-7-2020,-259000,7
"Juana Gallardo Negrón",18870545,6,,8B649s3pQur,"\+56 2 6137 4989",,,,878000,1
"Javier Valenzuela Contreras",5931701,6,,caPVT6Ok3lpv2gr,"\+56 2 9971 4314","+90 2328 9031",,,-480000,9
"Olivia Santana Cardenas",1080191,9,,"Bo9CLzfu example","\+56 9 0947 8201",4186,,fecha-5-2020,497000,9
"Leonor Limón Dueñas",2.484.485,5,,"Hv1jEHnjci6pwE example","\+56 2 6595 9222",312,,,995000,2
"Agustín Ibarra Garrido",2.749.285,0,,VHbyJwB5,"\+56 9 7117 5033","+77 5750 9832",,fecha-12-2020,875000,5
"Sr. Agustín Menchaca Cervántez",31.534.341,4,,B9KM15YUScH1Dp,"\+56 9 3002 8451",,,,-828000,3
"Sr. Cristobal Tirado Zamudio",24.459.524,0,,"vDIEc0uLy1k1XO4 example","\+56 2 0603 8168","+93 7474 5132",,,52000,5
"Sr. Roberto Iglesias Blanco",13181083,6,,4zqBKvbc0,"\+56 2 1449 8374","+64 6677 8206",,,-299000,5
"Eva Rosales Munguía",7.789.314,7,,ZuqeCh9HJeSqvh,"\+56 2 8843 2577","+66 9052 8854",,fecha-12-2022,-266000,9
"Beatriz Otero Roque",7.226.802,9,,"OXKj17iLB example","\+56 9 8509 0595",6610,,,960000,7
"Yolanda Alaniz Menéndez",30.953.994,5,,"Ir3X8t4dGuK4k example","\+56 2 1832 5057","+65 7698 4329",,fecha-12-2029,804000,4
"Federico Suárez Henríquez",29671869,5,,"c8eQfkoswI example","\+56 2 1724 7558","+96 3852 7116",,,629000,1
"Eva Rosado Santiago",9.363.019,1,,rmtXMVGd4Nc6,"\+56 2 4008 0534","+58 5847 8328",,,847000,10
"María del Carmen Arreola Suárez",6.527.836,6,,NRhfLadG5tlVb,"\+56 2 6992 8685","+96 8170 4382",,fecha-1-2028,-678000,4
"Jaime Ramírez Cardenas",24216329,4,,LWXlUyGgF218MT,"\+56 9 0160 8796","+92 2258 8648",,fecha-5-2027,-959000,9
"María Soledad Espinoza Perales",31.624.990,7,,FjggV3H31R,"\+56 9 6736 7162","+89 8448 7157",,,57000,6
"Inés Trujillo Tamez",27880071,0,,Tsa5uDPJ1,"\+56 9 3979 1567",3653,,,379000,4
"Ramón Muro Delapaz",20113323,5,,"XRrInORTpsH4mz3 example","\+56 9 0564 2364","+71 5563 5214",,fecha-7-2021,734000,3
"Sra. Maricarmen Colón Gonzales",1106202,5,,"xaNoWXBk14u example","\+56 2 6570 7066",4120,,fecha-8-2020,-555000,1
"Teresa Ulibarri Rael",2.212.377,1,,"3AC6jBbS example","\+56 9 3657 8269",,,,358000,7
"Raquel Saavedra Tejeda",13.548.050,0,,dasreKU946B2v4R4,"\+56 9 7225 1291","+80 2017 3909",,,467000,7
"Raquel Palacios Trujillo",7765742,3,,"gRaMKgFZg3LM example","\+56 2 1830 0034",5911,,,22000,10
"Alberto Ochoa Alvarado",12545930,1,,"8vOGL4X8wG3KVjHA example","\+56 2 3379 1267","+66 1286 2276",,,327000,6
"Elena Apodaca Ozuna",22.371.084,6,,"HbKmb19UhkwH example","\+56 9 8119 1883",,,,598000,3
"Sr. Eloisa Laureano Valle",10.894.010,4,,6LFu6UTbDQ,"\+56 2 6583 7783","+74 5995 9679",,,578000,8
"Sta. Reina Miranda Sáenz",907935,5,,"Y3x0L72FSmqdUmv8 example","\+56 9 6877 7993","+87 6020 9323",,fecha-12-2022,821000,1
"Roberto Quintero Guevara",7.679.073,2,,"N653qgL5s example","\+56 9 1837 6475",1622,,,840000,8
"Eduardo Camarillo Arguello",10.283.571,1,,"Ew06ei1B8 example","\+56 9 3025 2472","+59 2960 7201",,fecha-6-2022,-572000,5
"Alfonso Navarro Piña",19449722,8,,Mb6t7hkInDGUAy,"\+56 2 5998 0253",,,,183000,8
"José María Colón Tamayo",31.027.694,5,,iXn3L7sJD,"\+56 9 4085 5799",3983,,fecha-8-2026,-535000,5
"Sr. Daniel Barrios Escamilla",26621839,0,,"VQkCE0dyO5 example","\+56 9 5025 4057","+85 6295 1748",,,130000,10
"Roberto Nieves Lovato",31.578.414,3,,f5nEr6DQPp,"\+56 2 9039 5428",4873,,fecha-6-2028,-869000,9
"Manuela Carrion Duarte",29.669.763,7,,mL9wo16TLdLZWj,"\+56 9 7378 7510",6438,,fecha-6-2020,-488000,5
"Leonor Santiago Arias",6.169.766,1,,"H8P4rKAR example","\+56 9 6257 1468",,,fecha-1-2029,-150000,6
"Daniela Franco Bahena",29.111.471,6,,"1soECxZVB6li example","\+56 9 1156 3280","+76 1464 9898",,,894000,1
"Sra. Hernán Manzanares Molina",12979947,5,,"EkAv4ghL example","\+56 2 3838 4245",8216,,fecha-6-2023,-502000,10
"Jacobo Avilés Salinas",12994323,3,,"oamg3GVy43u example","\+56 2 7354 6901","+85 2748 6578",,fecha-9-2024,-600000,6
"Sr. Federico Oquendo Merino",27128597,4,,"W7AIfeQ3B example","\+56 9 5573 6289","+83 2184 8367",,,-241000,9
"Sr. Daniela Berríos Uribe",23.678.116,1,,KxTI32HKhr,"\+56 2 9509 5646","+95 4894 2025",,,-790000,1
"Cristobal Zamudio Ochoa",10.332.077,8,,"T44eqT7BUL6Sq4 example","\+56 9 4297 5783","+85 3045 6749",,fecha-7-2025,-953000,5
"Inés Quintanilla Sosa",32.007.328,5,,Y3flAYCXCNoB,"\+56 2 7428 0419",2225,,,-468000,4
"Inés Quintanilla Sosa",21.779.319,5,,"Y3flAYCXCNoB example","\+56 2 7428 0419",2225,,,586000,6
"Sr. Lilia Garibay Farías",30.586.902,9,,9Fm54ZnBIZ,"\+56 9 8158 9509","+95 9781 6821",,fecha-5-2030,916000,8
"Francisco Salas Navarrete",17877300,5,,Bsa3pthoV,"\+56 9 3807 4393","+62 9886 4569",,fecha-4-2024,37000,10
"Sra. Claudio Terán Fonseca",16.402.758,1,,F9ZpmB18Y1D,"\+56 9 5511 3633",,,fecha-3-2021,966000,9
"Josefina Olivares Ozuna",21868753,5,,bGy0IyzO6txi,"\+56 2 2505 2893",8702,,,582000,9
"Sta. Reina Miranda Sáenz",907935,5,,"Y3x0L72FSmqdUmv8 example","\+56 9 6877 7993",893,,fecha-1-2025,-884000,3
"Lucas Arreola Fajardo",18809837,6,,ckOiQFOTd3mg5y3Y,"\+56 9 8063 3122",,,fecha-6-2022,839000,10
"Sr. Alberto Saiz Carbajal",10711076,6,,NvsDtP1fBcxun,"\+56 9 0008 6632",7354,,,-256000,6
"Teresa Quintanilla Bustos",8181946,8,,PPSTtO7jA,"\+56 2 9268 9927","+69 1635 7887",,,741000,1
"Julio Delafuente Rangel",22975997,6,,"ySENPy56 example","\+56 2 1387 2094",,,,317000,9
"Raquel Garay Nieto",15.453.630,1,,"Yvs9Wp5MBQYT9 example","\+56 2 2874 5922",,,,-91000,4
"Verónica Rodarte Adame",20276422,3,,"SCjfEkhzq74wHWR1 example","\+56 9 5616 8968",1246,,,-657000,8
"Elsa Mota Hidalgo",20.348.781,4,,x7o1211EQcSY6ack,"\+56 9 4780 5484","+98 4700 6874",,,-150000,5
"Marco Antonio Gonzales Olivas",25.720.380,6,,"EJi8nXB6i1dyM92U example","\+56 9 0899 6173","+94 6403 3206",,fecha-10-2023,-921000,9
"Ramona Haro Delgadillo",1.463.193,9,,lxKZJ02X,"\+56 2 6789 7899",2892,,,-973000,5
"Eloisa Bétancourt Jaimes",11373871,9,,1CgyoeWbJq3x8t,"\+56 2 4308 0822","+96 8093 1046",,,-747000,6
"Tomás Almanza Reyna",7771400,4,,"ovHXUbPs6 example","\+56 9 5141 8723","+88 2025 6817",,,461000,2
"Sofia Romero Coronado",18.824.038,8,,Sw8NZIoIXTUYH,"\+56 2 0372 6970",5961,,fecha-3-2024,-681000,7
"Pilar Feliciano Serna",5354600,0,,tF0l0bgVWKU,"\+56 2 8703 8887",,,,-112000,9
"María Covarrubias Santiago",3.809.952,3,,"4bhyKrkKG example","\+56 2 3812 9348",8333,,,-976000,10
"Bernardo Guzmán Robledo",22104803,9,,JNJfM42mC7,"\+56 9 6636 9618",3096,,,-761000,3
"Leonor Limón Dueñas",18022052,5,,"Hv1jEHnjci6pwE example","\+56 2 6595 9222",312,,fecha-7-2027,822000,4
"Carlos Olmos Mercado",8687016,9,,76f7zNfCO3fVpeKN,"\+56 2 5142 5989","+78 9424 6195",,fecha-10-2028,692000,7
"Alicia Jaramillo Cadena",15.549.171,4,,ByWnayX8xDCA4,"\+56 2 9740 7349","+94 4580 1185",,fecha-11-2026,414000,6
"Mayte Delao Yáñez",34.556.931,3,,"vulw1AJZ66VZa17 example","\+56 2 9740 3991","+93 3181 6849",,fecha-12-2026,-31000,3
"Lucia Hernández Arredondo",12.502.393,7,,"6W6ntQLWfieS example","\+56 9 7591 4402","+86 3870 1173",,,137000,1
"Victoria Pelayo Baeza",21.765.451,2,,ILomq5K9NZO9wx,"\+56 9 2918 0968","+52 8288 8588",,,13000,3
"Victoria Rocha Jaramillo",24.648.743,1,,"IMBQS4FNnPrc example","\+56 2 4668 7488",,,,713000,7
"Mateo Montaño Reyna",16.071.539,8,,"Dh75zkYmZE example","\+56 9 1240 4865","+79 1927 8805",,,751000,6
"Mariana Pedraza Saldaña",24.369.942,5,,BiBUopQEqVn8T9,"\+56 2 5384 6748","+79 8664 2237",,,42000,5
"Barbara Lugo Valles",153.560,3,,"SxUr7J6SgoLWA example","\+56 2 6986 8957","+65 9036 8609",,fecha-4-2023,251000,7
"Anita Vargas Barreto",18033706,6,,"a9kKCUrOh8ni example","\+56 2 8377 7862",408,,,26000,2
"Julio Hernández Saldaña",4.443.011,1,,"4u6dqQF3faABi example","\+56 9 8510 7841",,,,-832000,6
"Sta. Luis Cordero Chavarría",28.428.996,9,,CXGx8xPDcUoq,"\+56 2 6041 2028",807,,,520000,2
"Carmen Gonzales Zaragoza",26.414.788,8,,2c2aDguwdAdG3,"\+56 2 8394 1891","+72 9235 5878",,,907000,3
"Tomás Posada Jasso",23587866,6,,cN6z3ehkww8,"\+56 2 9258 6320",1522,,fecha-4-2023,800000,2
"Mercedes Rosado Madrid",14.252.347,4,,feLxyB4qqDc,"\+56 9 8433 3899","+51 3632 6751",,fecha-11-2028,946000,7
"Carlos Olmos Mercado",8687016,9,,76f7zNfCO3fVpeKN,"\+56 2 5142 5989","+66 9012 5453",,,-310000,7
"Gloria Farías Piña",27.907.208,2,,iIow1wMZqJ2c,"\+56 9 5123 0201","+93 1586 5631",,,-139000,7
"Francisca Carrasco Ramón",24.107.621,6,,G65Yb6d1owbSS,"\+56 9 2734 5729","+94 8861 2071",,,316000,4
"Timoteo Olivo Montenegro",17.431.488,6,,ygXrrRrT27C0KJy,"\+56 2 5486 5673","+70 4164 2148",,,753000,3
"Berta Pabón Reyes",20965873,6,,FyD699NcEesevvGc,"\+56 9 3158 0244","+81 3863 8335",,,509000,6
"Tomás Medrano Segovia",19.360.639,6,,ENIg7vj3t7U,"\+56 9 5181 9815","+55 3519 2787",,fecha-10-2025,198000,5
"Roberto Gonzales Rosario",20389762,0,,"Iz24U9IhFJ example","\+56 9 8633 6826",6258,,,498000,3
"Víctor Lemus Ávila",27.644.598,7,,"PsdG4QqwID example","\+56 2 4793 8622","+81 7583 1907",,,-580000,6
"Marta Tijerina Rangel",338.629,7,,XbBIhQ8z3JYAO,"\+56 2 7960 9615",3984,,fecha-2-2029,-282000,3
"Sr. Teodoro Solorzano Díaz",12622860,9,,XUArsTf9,"\+56 2 2348 0207",1406,,,740000,9
